round, random_action, action, bestAction, profit, whitenoise
479, 0.438519, 0.483648, 0.530741, 0.260190, 0
480, 0.275276, 0.356305, 0.612362, 0.378211, 1
481, 0.818388, 0.494955, 0.340806, 0.606184, 0
482, 0.806400, 0.486370, 0.346800, 0.331516, 0
483, 0.518722, 0.486597, 0.490639, 0.337504, 0
484, 0.850841, 0.492051, 0.324579, 0.482839, 0
485, 0.138322, 0.485755, 0.680839, 0.315332, 0
486, 0.359391, 0.494798, 0.570304, 0.673756, 0
487, 0.255007, 0.494979, 0.622496, 0.564577, 0
488, 0.833338, 0.494932, 0.333331, 0.616187, 0
489, 0.248194, 0.486087, 0.625903, 0.324056, 0
490, 0.981978, 0.602216, 0.259011, 0.753858, 1
491, 0.101433, 0.483270, 0.699284, 0.250345, 0
492, 0.709317, 0.494756, 0.395342, 0.691949, 0
493, 0.902384, 0.488438, 0.298808, 0.386199, 0
494, 0.378746, 0.484778, 0.560627, 0.289711, 0
495, 0.714181, 0.494706, 0.392910, 0.554691, 0
496, 0.564139, 0.488345, 0.467931, 0.383751, 0
497, 0.645273, 0.491190, 0.427363, 0.459686, 0
498, 0.269672, 0.489652, 0.615164, 0.418519, 0
499, 0.814468, 0.494949, 0.342766, 0.608949, 0
500, 0.642071, 0.398865, 0.428964, 0.273434, 1
501, 0.217462, 0.489713, 0.641269, 0.420138, 0
502, 0.727065, 0.494889, 0.386467, 0.634714, 0
503, 0.225537, 0.488101, 0.637231, 0.377270, 0
504, 0.050391, 0.494898, 0.724804, 0.630729, 0
505, 0.057736, 0.494697, 0.721132, 0.717117, 0
506, 0.713727, 0.494705, 0.393136, 0.713496, 0
507, 0.436211, 0.488354, 0.531894, 0.383979, 0
508, 0.891844, 0.493616, 0.304078, 0.525104, 0
509, 0.251349, 0.484978, 0.624326, 0.294942, 0
510, 0.886143, 0.864922, 0.306929, 1.079985, 1
511, 0.249009, 0.485086, 0.625495, 0.297774, 0
512, 0.969731, 0.494925, 0.265134, 0.619147, 0
513, 0.790627, 0.483502, 0.354687, 0.256386, 0
514, 0.609622, 0.486896, 0.445189, 0.345391, 0
515, 0.835033, 0.490328, 0.332484, 0.436577, 0
516, 0.195257, 0.486055, 0.652371, 0.323210, 0
517, 0.726611, 0.494863, 0.386694, 0.645670, 0
518, 0.863694, 0.488110, 0.318153, 0.377499, 0
519, 0.223972, 0.485511, 0.638014, 0.308934, 0
520, 0.074494, 0.477936, 0.712753, 0.609860, 1
521, 0.794999, 0.494725, 0.352500, 0.705233, 0
522, 0.729943, 0.486813, 0.385028, 0.343204, 0
523, 0.912118, 0.488047, 0.293941, 0.375823, 0
524, 0.398805, 0.484594, 0.550598, 0.284884, 0
525, 0.878324, 0.494326, 0.310838, 0.544349, 0
526, 0.888367, 0.485234, 0.305817, 0.301659, 0
527, 0.069805, 0.485044, 0.715098, 0.296669, 0
528, 0.048377, 0.494719, 0.725811, 0.707545, 0
529, 0.362612, 0.494695, 0.568694, 0.718110, 0
530, 0.796834, 0.266648, 0.351583, 0.303282, 1
531, 0.049249, 0.486779, 0.725375, 0.342286, 0
532, 0.363682, 0.494696, 0.568159, 0.717680, 0
533, 0.550722, 0.494978, 0.474639, 0.562452, 0
534, 0.137841, 0.491445, 0.681079, 0.466518, 0
535, 0.850414, 0.494797, 0.324793, 0.673993, 0
536, 0.893600, 0.485763, 0.303200, 0.315545, 0
537, 0.082503, 0.484945, 0.708748, 0.294070, 0
538, 0.015771, 0.494734, 0.742114, 0.701284, 0
539, 0.704325, 0.494624, 0.397837, 0.734135, 0
540, 0.119740, 0.459808, 0.690130, 0.365858, 1
541, 0.012950, 0.494777, 0.743525, 0.682920, 0
542, 0.905091, 0.494613, 0.297455, 0.735514, 0
543, 0.917956, 0.484727, 0.291022, 0.288368, 0
544, 0.567789, 0.484483, 0.466105, 0.281990, 0
545, 0.313002, 0.491121, 0.593499, 0.457828, 0
546, 0.781665, 0.494988, 0.359168, 0.587550, 0
547, 0.054121, 0.487066, 0.722939, 0.349877, 0
548, 0.369767, 0.494701, 0.565116, 0.715278, 0
549, 0.426946, 0.494877, 0.536527, 0.559326, 0
550, 0.365738, 0.941982, 0.567131, 1.010798, 1
551, 0.380856, 0.494953, 0.559572, 0.561406, 0
552, 0.212576, 0.494666, 0.643712, 0.553603, 0
553, 0.337336, 0.494883, 0.581332, 0.637125, 0
554, 0.398378, 0.494983, 0.550811, 0.575499, 0
555, 0.396780, 0.494334, 0.551610, 0.544569, 0
556, 0.423950, 0.494364, 0.538025, 0.545392, 0
557, 0.676468, 0.493849, 0.411766, 0.531406, 0
558, 0.336369, 0.489060, 0.581816, 0.402757, 0
559, 0.864813, 0.494983, 0.317593, 0.575978, 0
560, 0.893560, 0.391042, 0.303220, 0.248385, 1
561, 0.383748, 0.484945, 0.558126, 0.294090, 0
562, 0.191693, 0.494611, 0.654154, 0.552111, 0
563, 0.366605, 0.494859, 0.566698, 0.647428, 0
564, 0.303408, 0.494936, 0.598296, 0.560959, 0
565, 0.158513, 0.494988, 0.670744, 0.592298, 0
566, 0.733713, 0.494821, 0.383144, 0.663796, 0
567, 0.967728, 0.487975, 0.266136, 0.373929, 0
568, 0.812135, 0.483540, 0.343932, 0.257375, 0
569, 0.475428, 0.486489, 0.512286, 0.334638, 0
570, 0.008094, 0.441842, 0.745953, 0.452699, 1
571, 0.483051, 0.494595, 0.508475, 0.737889, 0
572, 0.832491, 0.492728, 0.333755, 0.501079, 0
573, 0.407137, 0.486103, 0.546431, 0.324478, 0
574, 0.150563, 0.494168, 0.674719, 0.540058, 0
575, 0.090727, 0.494812, 0.704637, 0.667718, 0
576, 0.953974, 0.494743, 0.273013, 0.697229, 0
577, 0.457798, 0.483801, 0.521101, 0.264168, 0
578, 0.795645, 0.493207, 0.352177, 0.514021, 0
579, 0.438554, 0.486801, 0.530723, 0.342881, 0
580, 0.662880, 0.330587, 0.418560, 0.350900, 1
581, 0.703878, 0.489318, 0.398061, 0.409618, 0
582, 0.013549, 0.488541, 0.743225, 0.388938, 0
583, 0.886474, 0.494615, 0.306763, 0.735221, 0
584, 0.644489, 0.485080, 0.427755, 0.297609, 0
585, 0.329548, 0.489667, 0.585226, 0.418915, 0
586, 0.078196, 0.494984, 0.710902, 0.579355, 0
587, 0.069051, 0.494729, 0.715475, 0.703407, 0
588, 0.090151, 0.494718, 0.704924, 0.707917, 0
589, 0.778096, 0.494743, 0.360952, 0.697512, 0
590, 0.444336, 0.420024, 0.527832, 0.303217, 1
591, 0.029404, 0.493462, 0.735298, 0.520930, 0
592, 0.613723, 0.494673, 0.443138, 0.727464, 0
593, 0.191066, 0.490250, 0.654467, 0.434497, 0
594, 0.822905, 0.494859, 0.338548, 0.647737, 0
595, 0.479074, 0.486284, 0.510463, 0.329261, 0
596, 0.966829, 0.492803, 0.266585, 0.503116, 0
597, 0.920589, 0.483557, 0.289705, 0.257818, 0
598, 0.141877, 0.484433, 0.679061, 0.280686, 0
599, 0.215893, 0.494802, 0.642053, 0.672002, 0
600, 0.409724, 0.710509, 0.545138, 0.912370, 1
601, 0.707926, 0.494119, 0.396037, 0.538726, 0
602, 0.441219, 0.488464, 0.529390, 0.386900, 0
603, 0.952332, 0.493521, 0.273834, 0.522531, 0
604, 0.600110, 0.483832, 0.449945, 0.264979, 0
605, 0.577832, 0.490508, 0.461084, 0.441403, 0
606, 0.074369, 0.490931, 0.712815, 0.452721, 0
607, 0.772485, 0.494724, 0.363757, 0.705294, 0
608, 0.819479, 0.487240, 0.340260, 0.354474, 0
609, 0.402482, 0.486349, 0.548759, 0.330971, 0
610, 0.890900, 0.682987, 0.304550, 0.749591, 1
611, 0.925029, 0.484996, 0.287485, 0.295411, 0
612, 0.033001, 0.484349, 0.733500, 0.278487, 0
613, 0.009531, 0.494677, 0.745234, 0.725691, 0
614, 0.551433, 0.494600, 0.474283, 0.737186, 0
615, 0.478184, 0.491431, 0.510908, 0.466155, 0
616, 0.932772, 0.492820, 0.283614, 0.503572, 0
617, 0.486641, 0.484202, 0.506679, 0.274653, 0
618, 0.760537, 0.492660, 0.369731, 0.499241, 0
619, 0.501844, 0.487467, 0.499078, 0.360464, 0
620, 0.728012, 0.563756, 0.385994, 0.562717, 1
621, 0.578473, 0.488083, 0.460763, 0.376795, 0
622, 0.729093, 0.490918, 0.385453, 0.452394, 0
623, 0.947384, 0.488063, 0.276308, 0.376251, 0
624, 0.305547, 0.483925, 0.597227, 0.267425, 0
625, 0.031641, 0.494989, 0.734180, 0.591241, 0
626, 0.928411, 0.494675, 0.285794, 0.726361, 0
627, 0.517269, 0.484285, 0.491365, 0.276812, 0
628, 0.310464, 0.492079, 0.594768, 0.483581, 0
629, 0.613964, 0.494988, 0.443018, 0.588806, 0
630, 0.472143, 0.280994, 0.513928, 0.248971, 1
631, 0.714538, 0.492935, 0.392731, 0.506666, 0
632, 0.960035, 0.488339, 0.269983, 0.383571, 0
633, 0.815746, 0.483686, 0.342127, 0.261173, 0
634, 0.800087, 0.486420, 0.349956, 0.332835, 0
635, 0.652321, 0.486717, 0.423839, 0.340659, 0
636, 0.614618, 0.489518, 0.442691, 0.414954, 0
637, 0.251254, 0.490233, 0.624373, 0.434043, 0
638, 0.145829, 0.494928, 0.677086, 0.618039, 0
639, 0.122255, 0.494807, 0.688872, 0.670053, 0
640, 0.738726, 0.486186, 0.380637, 0.669840, 1
641, 0.577951, 0.487880, 0.461024, 0.371410, 0
642, 0.753290, 0.490928, 0.373355, 0.452660, 0
643, 0.350114, 0.487604, 0.574943, 0.364099, 0
644, 0.246281, 0.494980, 0.626859, 0.569171, 0
645, 0.874700, 0.494922, 0.312650, 0.620493, 0
646, 0.986931, 0.485303, 0.256534, 0.303460, 0
647, 0.900873, 0.483176, 0.299563, 0.247902, 0
648, 0.581338, 0.484807, 0.459331, 0.290461, 0
649, 0.987220, 0.490864, 0.256390, 0.450938, 0
650, 0.358792, 0.439182, 0.570604, 0.225204, 1
651, 0.304341, 0.494979, 0.597829, 0.564874, 0
652, 0.437306, 0.494989, 0.531347, 0.591838, 0
653, 0.821232, 0.493595, 0.339384, 0.524541, 0
654, 0.801883, 0.486316, 0.349059, 0.330096, 0
655, 0.578410, 0.486683, 0.460795, 0.339762, 0
656, 0.240807, 0.490920, 0.629597, 0.452426, 0
657, 0.098863, 0.494916, 0.700569, 0.623195, 0
658, 0.425018, 0.494753, 0.537491, 0.693216, 0
659, 0.611983, 0.493829, 0.444009, 0.530857, 0
660, 0.084832, 0.535410, 0.707584, 0.475453, 1
661, 0.026728, 0.494737, 0.736636, 0.700135, 0
662, 0.556317, 0.494666, 0.471842, 0.728777, 0
663, 0.996387, 0.491339, 0.251807, 0.463668, 0
664, 0.729609, 0.482997, 0.385196, 0.243244, 0
665, 0.095504, 0.488053, 0.702248, 0.375992, 0
666, 0.295352, 0.494749, 0.602324, 0.694873, 0
667, 0.429678, 0.494979, 0.535161, 0.596275, 0
668, 0.905399, 0.493740, 0.297301, 0.528461, 0
669, 0.105970, 0.484721, 0.697015, 0.288216, 0
670, 0.515627, 0.416004, 0.492187, 0.579922, 1
671, 0.927500, 0.492110, 0.286250, 0.484420, 0
672, 0.445644, 0.484302, 0.527178, 0.277263, 0
673, 0.317176, 0.493437, 0.591412, 0.520259, 0
674, 0.705651, 0.494987, 0.397175, 0.585482, 0
675, 0.575151, 0.488507, 0.462424, 0.388045, 0
676, 0.666625, 0.490981, 0.416688, 0.454084, 0
677, 0.908939, 0.489247, 0.295530, 0.407726, 0
678, 0.324777, 0.484654, 0.587611, 0.286460, 0
679, 0.244833, 0.494985, 0.627583, 0.581718, 0
680, 0.034695, 0.369577, 0.732652, 0.463881, 1
681, 0.299405, 0.494679, 0.600298, 0.724855, 0
682, 0.411162, 0.494983, 0.544419, 0.594274, 0
683, 0.544506, 0.494091, 0.477747, 0.537985, 0
684, 0.897207, 0.491563, 0.301396, 0.469685, 0
685, 0.149028, 0.484876, 0.675486, 0.292280, 0
686, 0.320862, 0.494810, 0.589569, 0.668475, 0
687, 0.181451, 0.494986, 0.659274, 0.583657, 0
688, 0.123475, 0.494848, 0.688263, 0.652481, 0
689, 0.795799, 0.494781, 0.352101, 0.681078, 0
690, 0.757819, 0.555335, 0.371090, 0.391067, 1
691, 0.492292, 0.487518, 0.503854, 0.361827, 0
692, 0.499819, 0.492553, 0.500090, 0.496350, 0
693, 0.037919, 0.492410, 0.731041, 0.492499, 0
694, 0.920920, 0.494683, 0.289540, 0.723266, 0
695, 0.921162, 0.484427, 0.289419, 0.280522, 0
696, 0.064070, 0.484422, 0.717965, 0.280402, 0
697, 0.480196, 0.494713, 0.509902, 0.710372, 0
698, 0.889310, 0.492782, 0.305345, 0.502541, 0
699, 0.811003, 0.485026, 0.344498, 0.296200, 0
700, 0.055036, 0.465623, 0.722482, 0.320813, 1
701, 0.009588, 0.494702, 0.745206, 0.714827, 0
702, 0.859233, 0.494600, 0.320384, 0.737158, 0
703, 0.783267, 0.485596, 0.358367, 0.311154, 0
704, 0.572515, 0.487036, 0.463742, 0.349075, 0
705, 0.850915, 0.491031, 0.324543, 0.455424, 0
706, 0.521851, 0.485754, 0.489075, 0.315296, 0
707, 0.498340, 0.491992, 0.500830, 0.481242, 0
708, 0.554251, 0.492438, 0.472875, 0.493255, 0
709, 0.736025, 0.491378, 0.381987, 0.464720, 0
710, 0.675114, 0.502670, 0.412443, 0.384027, 1
711, 0.898950, 0.489086, 0.300525, 0.403440, 0
712, 0.370941, 0.484843, 0.564530, 0.291415, 0
713, 0.905291, 0.494854, 0.297354, 0.558720, 0
714, 0.249791, 0.484723, 0.625105, 0.288269, 0
715, 0.353233, 0.494926, 0.573383, 0.618761, 0
716, 0.394182, 0.494980, 0.552909, 0.567626, 0
717, 0.135012, 0.494413, 0.682494, 0.546731, 0
718, 0.128481, 0.494794, 0.685760, 0.675388, 0
719, 0.611445, 0.494787, 0.444278, 0.678610, 0
720, 0.022697, 0.438253, 0.738651, 0.389412, 1
721, 0.838916, 0.494650, 0.330542, 0.730748, 0
722, 0.389598, 0.485981, 0.555201, 0.321274, 0
723, 0.726731, 0.494500, 0.386634, 0.549094, 0
724, 0.789902, 0.488108, 0.355049, 0.377438, 0
725, 0.374985, 0.486910, 0.562507, 0.345754, 0
726, 0.749201, 0.494778, 0.375399, 0.556632, 0
727, 0.855328, 0.487682, 0.322336, 0.366151, 0
728, 0.858778, 0.485670, 0.320611, 0.313098, 0
729, 0.290454, 0.485604, 0.604773, 0.311380, 0
730, 0.394651, 0.000000, 0.552675, 0.000000, 1
731, 0.005892, 0.494405, 0.747054, 0.546490, 0
732, 0.802996, 0.494586, 0.348502, 0.738965, 0
733, 0.408589, 0.486662, 0.545706, 0.339205, 0
734, 0.942252, 0.494140, 0.278874, 0.539310, 0
735, 0.176241, 0.484023, 0.661880, 0.269963, 0
736, 0.091809, 0.494842, 0.704095, 0.655051, 0
737, 0.020301, 0.494744, 0.739849, 0.696695, 0
738, 0.425184, 0.494641, 0.537408, 0.731920, 0
739, 0.402483, 0.493825, 0.548759, 0.530771, 0
740, 0.465864, 0.755596, 0.517068, 0.829279, 1
741, 0.051870, 0.493054, 0.724065, 0.509885, 0
742, 0.361587, 0.494699, 0.569207, 0.716388, 0
743, 0.739669, 0.494978, 0.380166, 0.563490, 0
744, 0.396744, 0.487862, 0.551628, 0.370937, 0
745, 0.753043, 0.494365, 0.373479, 0.545411, 0
746, 0.818403, 0.487609, 0.340799, 0.364223, 0
747, 0.000561, 0.486370, 0.749719, 0.331508, 0
748, 0.133897, 0.494566, 0.683051, 0.741572, 0
749, 0.059960, 0.494793, 0.720020, 0.675938, 0
750, 0.555343, 0.290256, 0.472329, 0.417980, 1
751, 0.494520, 0.491357, 0.502740, 0.464164, 0
752, 0.096583, 0.492510, 0.701708, 0.495209, 0
753, 0.243504, 0.494750, 0.628248, 0.694340, 0
754, 0.195911, 0.494919, 0.652045, 0.621863, 0
755, 0.171476, 0.494864, 0.664262, 0.645347, 0
756, 0.465218, 0.494836, 0.517391, 0.657402, 0
757, 0.274166, 0.493066, 0.612917, 0.510216, 0
758, 0.819998, 0.494954, 0.340001, 0.606732, 0
759, 0.301453, 0.486340, 0.599274, 0.330712, 0
760, 0.950744, 0.066583, 0.274628, 0.079803, 1
761, 0.577703, 0.483862, 0.461148, 0.265764, 0
762, 0.601672, 0.490933, 0.449164, 0.452786, 0
763, 0.672732, 0.490479, 0.413634, 0.440611, 0
764, 0.539802, 0.489131, 0.480099, 0.404643, 0
765, 0.583016, 0.491652, 0.458492, 0.472083, 0
766, 0.301989, 0.490832, 0.599006, 0.450085, 0
767, 0.873138, 0.494986, 0.313431, 0.592999, 0
768, 0.586219, 0.485332, 0.456890, 0.304236, 0
769, 0.581026, 0.490772, 0.459487, 0.448458, 0
770, 0.669519, 0.464696, 0.415240, 0.427044, 1
771, 0.762908, 0.489192, 0.368546, 0.406265, 0
772, 0.693139, 0.487422, 0.403431, 0.359275, 0
773, 0.870969, 0.488744, 0.314515, 0.394349, 0
774, 0.042742, 0.485373, 0.728629, 0.305315, 0
775, 0.553835, 0.494688, 0.473083, 0.720888, 0
776, 0.918838, 0.491386, 0.290581, 0.464932, 0
777, 0.835031, 0.484466, 0.332485, 0.281553, 0
778, 0.344788, 0.486055, 0.577606, 0.323211, 0
779, 0.367256, 0.494981, 0.566372, 0.571809, 0
780, 0.304207, 0.582654, 0.597897, 0.659998, 1
781, 0.722122, 0.494989, 0.388939, 0.591904, 0
782, 0.158371, 0.488195, 0.670815, 0.379756, 0
783, 0.972978, 0.494821, 0.263511, 0.663866, 0
784, 0.795775, 0.483440, 0.352112, 0.254784, 0
785, 0.065166, 0.486799, 0.717417, 0.342816, 0
786, 0.854217, 0.494714, 0.322892, 0.709832, 0
787, 0.816740, 0.485691, 0.341630, 0.313651, 0
788, 0.757244, 0.486401, 0.371378, 0.332339, 0
789, 0.206715, 0.487529, 0.646643, 0.362115, 0
790, 0.878380, 0.505386, 0.310810, 0.653609, 1
791, 0.528536, 0.485233, 0.485732, 0.301630, 0
792, 0.645956, 0.491865, 0.427022, 0.477830, 0
793, 0.059615, 0.489639, 0.720192, 0.418173, 0
794, 0.760999, 0.494707, 0.369500, 0.712569, 0
795, 0.595925, 0.487458, 0.452038, 0.360232, 0
796, 0.851126, 0.490588, 0.324437, 0.443528, 0
797, 0.997008, 0.485750, 0.251496, 0.315190, 0
798, 0.043541, 0.482985, 0.728229, 0.242938, 0
799, 0.566889, 0.494689, 0.466556, 0.720494, 0
800, 0.019616, 0.424675, 0.740192, 0.396269, 1
801, 0.654776, 0.494639, 0.422612, 0.732255, 0
802, 0.560297, 0.489472, 0.469852, 0.413713, 0
803, 0.269838, 0.491263, 0.615081, 0.461642, 0
804, 0.153383, 0.494949, 0.673309, 0.608868, 0
805, 0.229631, 0.494815, 0.635184, 0.666327, 0
806, 0.247489, 0.494903, 0.626256, 0.628709, 0
807, 0.137911, 0.494924, 0.681045, 0.619897, 0
808, 0.511502, 0.494797, 0.494249, 0.673958, 0
809, 0.309055, 0.492188, 0.595472, 0.486527, 0
810, 0.937485, 0.643414, 0.281258, 0.766271, 1
811, 0.813601, 0.484113, 0.343200, 0.272321, 0
812, 0.449749, 0.486461, 0.525125, 0.333906, 0
813, 0.502163, 0.493360, 0.498918, 0.518151, 0
814, 0.945154, 0.492366, 0.277423, 0.491300, 0
815, 0.135723, 0.483968, 0.682139, 0.268528, 0
816, 0.328364, 0.494795, 0.585818, 0.675037, 0
817, 0.140975, 0.494985, 0.679512, 0.579942, 0
818, 0.243608, 0.494801, 0.628196, 0.672447, 0
819, 0.240966, 0.494919, 0.629517, 0.621812, 0
820, 0.662258, 0.820268, 0.418871, 1.032746, 1
821, 0.788187, 0.489330, 0.355906, 0.409932, 0
822, 0.651288, 0.486943, 0.424356, 0.346612, 0
823, 0.282636, 0.489538, 0.608682, 0.415476, 0
824, 0.427601, 0.494964, 0.536199, 0.602551, 0
825, 0.407992, 0.493780, 0.546004, 0.529528, 0
826, 0.936266, 0.494152, 0.281867, 0.539618, 0
827, 0.421398, 0.484136, 0.539301, 0.272924, 0
828, 0.118823, 0.493897, 0.690588, 0.532719, 0
829, 0.911088, 0.494776, 0.294456, 0.683372, 0
830, 0.999984, 0.336615, 0.250008, 0.198237, 1
831, 0.841309, 0.482929, 0.329346, 0.241472, 0
832, 0.152452, 0.485936, 0.673774, 0.320082, 0
833, 0.636421, 0.494814, 0.431790, 0.666786, 0
834, 0.073943, 0.489820, 0.713029, 0.422998, 0
835, 0.604590, 0.494724, 0.447705, 0.705505, 0
836, 0.836392, 0.490423, 0.331804, 0.439130, 0
837, 0.127625, 0.486029, 0.686188, 0.322532, 0
838, 0.069447, 0.494786, 0.715277, 0.679031, 0
839, 0.624854, 0.494719, 0.437573, 0.707722, 0
840, 0.220881, 0.622307, 0.639560, 0.544609, 1
841, 0.793231, 0.494893, 0.353384, 0.633027, 0
842, 0.008995, 0.486847, 0.745502, 0.344088, 0
843, 0.822700, 0.494598, 0.338650, 0.737448, 0
844, 0.243065, 0.486288, 0.628467, 0.329363, 0
845, 0.658954, 0.494918, 0.420523, 0.622080, 0
846, 0.349514, 0.489392, 0.575243, 0.411602, 0
847, 0.636236, 0.494981, 0.431882, 0.569468, 0
848, 0.570457, 0.489823, 0.464771, 0.423092, 0
849, 0.389079, 0.491070, 0.555460, 0.456471, 0
850, 0.954611, 0.360322, 0.272695, 0.400289, 1
851, 0.386506, 0.483788, 0.556747, 0.263853, 0
852, 0.796256, 0.494559, 0.351872, 0.550688, 0
853, 0.140651, 0.486790, 0.679675, 0.342575, 0
854, 0.649569, 0.494801, 0.425215, 0.672607, 0
855, 0.633152, 0.489570, 0.433424, 0.416346, 0
856, 0.719183, 0.489882, 0.390409, 0.424653, 0
857, 0.892256, 0.488251, 0.303872, 0.381234, 0
858, 0.263254, 0.484970, 0.618373, 0.294738, 0
859, 0.725249, 0.494942, 0.387375, 0.612117, 0
860, 0.940186, 0.458474, 0.279907, 0.355203, 1
861, 0.589482, 0.484062, 0.455259, 0.270985, 0
862, 0.131650, 0.490710, 0.684175, 0.446800, 0
863, 0.947496, 0.494790, 0.276252, 0.677046, 0
864, 0.813146, 0.483923, 0.343427, 0.267370, 0
865, 0.889739, 0.486469, 0.305130, 0.334133, 0
866, 0.172636, 0.485018, 0.663682, 0.295987, 0
867, 0.801421, 0.494837, 0.349289, 0.656829, 0
868, 0.271275, 0.486692, 0.614363, 0.339993, 0
869, 0.047785, 0.494951, 0.726107, 0.608158, 0
870, 0.421734, 0.325957, 0.539133, 0.473360, 1
871, 0.807510, 0.493891, 0.346245, 0.532546, 0
872, 0.589598, 0.486576, 0.455201, 0.336949, 0
873, 0.614049, 0.490708, 0.442976, 0.446741, 0
874, 0.341462, 0.490244, 0.579269, 0.434332, 0
875, 0.330290, 0.494982, 0.584855, 0.573456, 0
876, 0.117225, 0.494984, 0.691388, 0.578988, 0
877, 0.528745, 0.494774, 0.485628, 0.684161, 0
878, 0.945065, 0.491861, 0.277467, 0.477723, 0
879, 0.833112, 0.483969, 0.333444, 0.268571, 0
880, 0.692886, 0.330773, 0.403557, 0.220589, 1
881, 0.287188, 0.488749, 0.606406, 0.394476, 0
882, 0.990161, 0.494969, 0.254919, 0.600305, 0
883, 0.275896, 0.483115, 0.612052, 0.246311, 0
884, 0.068960, 0.494956, 0.715520, 0.605878, 0
885, 0.042996, 0.494718, 0.728502, 0.707962, 0
886, 0.355595, 0.494688, 0.572202, 0.720763, 0
887, 0.703984, 0.494979, 0.398008, 0.566457, 0
888, 0.273039, 0.488539, 0.613481, 0.388885, 0
889, 0.907860, 0.494953, 0.296070, 0.607288, 0
890, 0.290430, 0.083038, 0.604785, 0.049170, 1
891, 0.150984, 0.494973, 0.674508, 0.598704, 0
892, 0.321089, 0.494813, 0.589455, 0.667510, 0
893, 0.536345, 0.494986, 0.481827, 0.583544, 0
894, 0.963946, 0.491717, 0.268027, 0.473846, 0
895, 0.219661, 0.483612, 0.640169, 0.259242, 0
896, 0.341919, 0.494891, 0.579040, 0.633629, 0
897, 0.635007, 0.494982, 0.432497, 0.573229, 0
898, 0.288324, 0.489847, 0.605838, 0.423714, 0
899, 0.764614, 0.494970, 0.367693, 0.599744, 0
900, 0.636505, 0.492802, 0.431748, 0.362400, 1
901, 0.864928, 0.489818, 0.317536, 0.422956, 0
902, 0.057643, 0.485488, 0.721178, 0.308320, 0
903, 0.187343, 0.494705, 0.656328, 0.713541, 0
904, 0.036680, 0.494854, 0.731660, 0.649574, 0
905, 0.173105, 0.494681, 0.663447, 0.723877, 0
906, 0.930441, 0.494838, 0.284779, 0.656598, 0
907, 0.291582, 0.484246, 0.604209, 0.275807, 0
908, 0.975659, 0.494974, 0.262171, 0.598136, 0
909, 0.361183, 0.483390, 0.569408, 0.253461, 0
910, 0.851379, 0.511081, 0.324311, 0.582027, 1
911, 0.019160, 0.485745, 0.740420, 0.315064, 0
912, 0.649559, 0.494637, 0.425221, 0.732478, 0
913, 0.086263, 0.489571, 0.706868, 0.416351, 0
914, 0.435075, 0.494738, 0.532462, 0.699430, 0
915, 0.437842, 0.493638, 0.531079, 0.525687, 0
916, 0.302992, 0.493585, 0.598504, 0.524266, 0
917, 0.424300, 0.494987, 0.537850, 0.592504, 0
918, 0.804879, 0.493842, 0.347561, 0.531226, 0
919, 0.337397, 0.486626, 0.581302, 0.338264, 0
920, 0.825071, 0.377980, 0.337464, 0.439441, 1
921, 0.854604, 0.486243, 0.322698, 0.328180, 0
922, 0.132136, 0.485684, 0.683932, 0.313458, 0
923, 0.498221, 0.494791, 0.500889, 0.676807, 0
924, 0.482435, 0.492440, 0.508783, 0.493316, 0
925, 0.014776, 0.492740, 0.742612, 0.501395, 0
926, 0.860593, 0.494620, 0.319704, 0.734622, 0
927, 0.400753, 0.485570, 0.549623, 0.310477, 0
928, 0.251994, 0.494289, 0.624003, 0.543345, 0
929, 0.523063, 0.494929, 0.488469, 0.617674, 0
930, 0.349966, 0.687232, 0.575017, 0.671383, 1
931, 0.367241, 0.494980, 0.566380, 0.569245, 0
932, 0.724709, 0.494924, 0.387646, 0.560630, 0
933, 0.929109, 0.488146, 0.285445, 0.378455, 0
934, 0.043652, 0.484272, 0.728174, 0.276466, 0
935, 0.638881, 0.494689, 0.430560, 0.720439, 0
936, 0.999854, 0.489773, 0.250073, 0.421753, 0
937, 0.983531, 0.482931, 0.258234, 0.241536, 0
938, 0.047254, 0.483240, 0.726373, 0.249579, 0
939, 0.466131, 0.494693, 0.516934, 0.718663, 0
940, 0.757721, 0.271839, 0.371139, 0.281046, 1
941, 0.051410, 0.487520, 0.724295, 0.361876, 0
942, 0.218704, 0.494698, 0.640648, 0.716615, 0
943, 0.802692, 0.494890, 0.348654, 0.634101, 0
944, 0.268105, 0.486668, 0.615948, 0.339357, 0
945, 0.520526, 0.494947, 0.489737, 0.609723, 0
946, 0.952810, 0.492017, 0.273595, 0.481918, 0
947, 0.219469, 0.483823, 0.640265, 0.264743, 0
948, 0.876463, 0.494891, 0.311768, 0.633723, 0
949, 0.720782, 0.485269, 0.389609, 0.302583, 0
950, 0.936383, 0.614819, 0.281808, 0.479078, 1
951, 0.976741, 0.484134, 0.261629, 0.272866, 0
952, 0.497502, 0.483369, 0.501249, 0.252927, 0
953, 0.980522, 0.492454, 0.259739, 0.493684, 0
954, 0.413168, 0.483297, 0.543416, 0.251062, 0
955, 0.855920, 0.494053, 0.322040, 0.536953, 0
956, 0.934699, 0.485659, 0.282650, 0.312803, 0
957, 0.292924, 0.484166, 0.603538, 0.273699, 0
958, 0.594226, 0.494976, 0.452887, 0.597473, 0
959, 0.518251, 0.490620, 0.490875, 0.444391, 0
960, 0.495247, 0.462309, 0.502377, 0.453872, 1
