round, random_action, action, bestAction, profit, whitenoise
961, 0.317655, 0.492497, 0.591173, 0.494838, 0
962, 0.507797, 0.494987, 0.496101, 0.585245, 0
963, 0.464795, 0.492259, 0.517603, 0.488420, 0
964, 0.986660, 0.493074, 0.256670, 0.510433, 0
965, 0.075698, 0.483181, 0.712151, 0.248036, 0
966, 0.391233, 0.494726, 0.554384, 0.704639, 0
967, 0.463457, 0.494469, 0.518272, 0.548251, 0
968, 0.272485, 0.493100, 0.613757, 0.511119, 0
969, 0.593067, 0.494952, 0.453467, 0.607561, 0
970, 0.669381, 0.494577, 0.415309, 0.448549, 1
971, 0.062478, 0.489195, 0.718761, 0.406334, 0
972, 0.252535, 0.494711, 0.623733, 0.711158, 0
973, 0.068459, 0.494929, 0.715771, 0.617407, 0
974, 0.260897, 0.494718, 0.619551, 0.708209, 0
975, 0.928356, 0.494939, 0.285822, 0.613280, 0
976, 0.258667, 0.484286, 0.620666, 0.276839, 0
977, 0.593588, 0.494936, 0.453206, 0.614381, 0
978, 0.869608, 0.490632, 0.315196, 0.444715, 0
979, 0.709498, 0.485399, 0.395251, 0.305992, 0
980, 0.717811, 0.475548, 0.391094, 0.375922, 1
981, 0.243278, 0.488277, 0.628361, 0.381925, 0
982, 0.920970, 0.494919, 0.289515, 0.621975, 0
983, 0.773196, 0.484426, 0.363402, 0.280497, 0
984, 0.303585, 0.487227, 0.598207, 0.354118, 0
985, 0.824223, 0.494988, 0.337889, 0.592211, 0
986, 0.168648, 0.486259, 0.665676, 0.328603, 0
987, 0.988710, 0.494833, 0.255645, 0.658797, 0
988, 0.529794, 0.483142, 0.485103, 0.247026, 0
989, 0.828466, 0.491842, 0.335767, 0.477188, 0
990, 0.017970, 0.513342, 0.741015, 0.344726, 1
991, 0.064829, 0.494632, 0.717586, 0.733060, 0
992, 0.917160, 0.494713, 0.291420, 0.709998, 0
993, 0.285025, 0.484498, 0.607488, 0.282385, 0
994, 0.511105, 0.494967, 0.494447, 0.601372, 0
995, 0.560352, 0.492196, 0.469824, 0.486730, 0
996, 0.723081, 0.491262, 0.388460, 0.461614, 0
997, 0.054954, 0.488177, 0.722523, 0.379274, 0
998, 0.479972, 0.494702, 0.510014, 0.714867, 0
999, 0.594367, 0.492786, 0.452816, 0.502656, 0
1000, 0.502243, 0.305943, 0.498879, 0.277072, 1
1001, 0.215187, 0.492364, 0.642407, 0.491260, 0
1002, 0.526929, 0.494886, 0.486535, 0.635837, 0
1003, 0.888592, 0.491896, 0.305704, 0.478649, 0
1004, 0.708879, 0.485039, 0.395560, 0.296557, 0
1005, 0.442324, 0.488446, 0.528838, 0.386420, 0
1006, 0.243329, 0.493500, 0.628335, 0.521964, 0
1007, 0.754312, 0.494919, 0.372844, 0.621950, 0
1008, 0.231337, 0.487585, 0.634332, 0.363586, 0
1009, 0.868317, 0.494905, 0.315842, 0.627868, 0
1010, 0.547096, 0.514587, 0.476452, 0.325056, 1
1011, 0.615260, 0.491514, 0.442370, 0.468365, 0
1012, 0.670248, 0.490221, 0.414876, 0.433718, 0
1013, 0.787206, 0.489178, 0.356397, 0.405897, 0
1014, 0.764160, 0.486961, 0.367920, 0.347103, 0
1015, 0.458893, 0.487398, 0.520554, 0.358647, 0
1016, 0.726994, 0.493186, 0.386503, 0.513460, 0
1017, 0.229520, 0.488103, 0.635240, 0.377306, 0
1018, 0.749823, 0.494903, 0.375089, 0.628764, 0
1019, 0.880871, 0.487670, 0.309564, 0.365839, 0
1020, 0.376133, 0.748287, 0.561933, 0.463286, 1
1021, 0.363015, 0.494756, 0.568492, 0.556040, 0
1022, 0.194047, 0.494978, 0.652976, 0.562782, 0
1023, 0.384207, 0.494862, 0.557896, 0.646266, 0
1024, 0.151961, 0.494603, 0.674020, 0.551874, 0
1025, 0.271029, 0.494814, 0.614485, 0.667028, 0
1026, 0.054572, 0.494951, 0.722714, 0.608280, 0
1027, 0.854958, 0.494702, 0.322521, 0.715055, 0
1028, 0.760955, 0.485677, 0.369523, 0.313282, 0
1029, 0.528243, 0.487459, 0.485878, 0.360254, 0
1030, 0.545167, 0.646573, 0.477416, 0.628312, 1
1031, 0.015475, 0.491550, 0.742263, 0.469348, 0
1032, 0.542538, 0.494623, 0.478731, 0.734280, 0
1033, 0.232802, 0.491600, 0.633599, 0.470688, 0
1034, 0.677143, 0.494907, 0.411429, 0.627145, 0
1035, 0.483764, 0.489048, 0.508118, 0.402416, 0
1036, 0.592621, 0.492714, 0.453689, 0.500714, 0
1037, 0.765903, 0.490650, 0.367049, 0.445206, 0
1038, 0.065264, 0.487365, 0.717368, 0.357773, 0
1039, 0.765911, 0.494714, 0.367044, 0.709784, 0
1040, 0.037293, 0.120278, 0.731354, 0.088294, 1
1041, 0.452617, 0.494682, 0.523692, 0.723575, 0
1042, 0.882355, 0.493305, 0.308823, 0.516680, 0
1043, 0.705859, 0.485158, 0.397071, 0.299655, 0
1044, 0.160971, 0.488503, 0.669515, 0.387941, 0
1045, 0.624704, 0.494824, 0.437648, 0.662584, 0
1046, 0.001788, 0.490042, 0.749106, 0.428932, 0
1047, 0.048978, 0.494571, 0.725511, 0.740972, 0
1048, 0.110285, 0.494695, 0.694858, 0.717814, 0
1049, 0.970885, 0.494766, 0.264558, 0.687583, 0
1050, 0.047087, 0.515834, 0.726457, 0.272935, 1
1051, 0.032066, 0.494693, 0.733967, 0.718746, 0
1052, 0.075476, 0.494676, 0.712262, 0.726151, 0
1053, 0.075824, 0.494726, 0.712088, 0.704749, 0
1054, 0.147060, 0.494726, 0.676470, 0.704577, 0
1055, 0.522466, 0.494808, 0.488767, 0.669446, 0
1056, 0.969666, 0.491980, 0.265167, 0.480928, 0
1057, 0.079139, 0.483503, 0.710431, 0.256418, 0
1058, 0.936651, 0.494730, 0.281675, 0.702942, 0
1059, 0.805813, 0.484129, 0.347093, 0.272734, 0
1060, 0.956975, 0.708751, 0.271512, 0.492005, 1
1061, 0.304417, 0.483744, 0.597791, 0.262685, 0
1062, 0.605129, 0.494989, 0.447436, 0.591800, 0
1063, 0.910661, 0.490413, 0.294669, 0.438857, 0
1064, 0.807886, 0.484621, 0.346057, 0.285606, 0
1065, 0.281923, 0.486569, 0.609038, 0.336761, 0
1066, 0.297063, 0.494963, 0.601469, 0.602903, 0
1067, 0.280596, 0.494980, 0.609702, 0.595430, 0
1068, 0.787938, 0.494962, 0.356031, 0.603558, 0
1069, 0.515991, 0.486947, 0.492004, 0.346736, 0
1070, 0.493306, 0.386377, 0.503347, 0.380198, 1
1071, 0.409191, 0.492534, 0.545404, 0.495831, 0
1072, 0.866677, 0.494129, 0.316662, 0.539000, 0
1073, 0.656201, 0.485455, 0.421899, 0.307450, 0
1074, 0.023421, 0.489445, 0.738290, 0.412993, 0
1075, 0.015981, 0.494653, 0.742010, 0.730394, 0
1076, 0.748346, 0.494625, 0.375827, 0.734033, 0
1077, 0.269102, 0.487698, 0.615449, 0.366580, 0
1078, 0.228106, 0.494948, 0.635947, 0.609231, 0
1079, 0.177049, 0.494901, 0.661475, 0.629462, 0
1080, 0.732800, 0.761566, 0.383600, 1.007514, 1
1081, 0.774851, 0.487992, 0.362574, 0.374388, 0
1082, 0.641108, 0.487195, 0.429446, 0.353289, 0
1083, 0.843313, 0.489731, 0.328344, 0.420626, 0
1084, 0.649539, 0.485898, 0.425230, 0.319083, 0
1085, 0.832262, 0.489571, 0.333869, 0.416361, 0
1086, 0.602616, 0.486107, 0.448692, 0.324592, 0
1087, 0.086406, 0.490461, 0.706797, 0.440131, 0
1088, 0.659249, 0.494738, 0.420375, 0.699359, 0
1089, 0.694238, 0.489387, 0.402881, 0.411452, 0
1090, 0.451864, 0.086456, 0.524068, 0.069663, 1
1091, 0.309500, 0.493319, 0.595250, 0.517066, 0
1092, 0.228949, 0.494988, 0.635525, 0.589284, 0
1093, 0.987177, 0.494902, 0.256411, 0.629046, 0
1094, 0.988237, 0.483171, 0.255882, 0.247781, 0
1095, 0.633340, 0.483151, 0.433330, 0.247259, 0
1096, 0.320816, 0.489878, 0.589592, 0.424558, 0
1097, 0.350412, 0.494986, 0.574794, 0.583680, 0
1098, 0.838621, 0.494980, 0.330689, 0.569023, 0
1099, 0.179178, 0.485987, 0.660411, 0.321421, 0
1100, 0.544149, 0.523695, 0.477925, 0.691707, 1
1101, 0.692536, 0.491569, 0.403732, 0.469867, 0
1102, 0.523198, 0.488756, 0.488401, 0.394653, 0
1103, 0.488998, 0.491967, 0.505501, 0.480554, 0
1104, 0.868514, 0.492615, 0.315743, 0.498035, 0
1105, 0.013931, 0.485420, 0.743034, 0.306536, 0
1106, 0.395789, 0.494617, 0.552106, 0.735035, 0
1107, 0.644536, 0.494383, 0.427732, 0.545903, 0
1108, 0.818895, 0.489666, 0.340552, 0.418892, 0
1109, 0.740158, 0.486360, 0.379921, 0.331262, 0
1110, 0.573240, 0.348120, 0.463380, 0.264517, 1
1111, 0.312559, 0.491018, 0.593720, 0.455055, 0
1112, 0.172408, 0.494988, 0.663796, 0.587769, 0
1113, 0.674342, 0.494837, 0.412829, 0.656942, 0
1114, 0.811910, 0.489101, 0.344045, 0.403830, 0
1115, 0.334359, 0.486493, 0.582821, 0.334751, 0
1116, 0.222744, 0.494983, 0.638628, 0.576973, 0
1117, 0.878537, 0.494895, 0.310732, 0.632108, 0
1118, 0.255285, 0.485230, 0.622357, 0.301553, 0
1119, 0.311360, 0.494932, 0.594320, 0.616050, 0
1120, 0.187627, 0.328504, 0.656186, 0.390473, 1
1121, 0.536461, 0.494855, 0.481769, 0.649434, 0
1122, 0.697031, 0.491715, 0.401485, 0.473787, 0
1123, 0.129915, 0.488671, 0.685043, 0.392388, 0
1124, 0.905338, 0.494788, 0.297331, 0.677902, 0
1125, 0.612640, 0.484722, 0.443680, 0.288246, 0
1126, 0.229865, 0.490271, 0.635067, 0.435046, 0
1127, 0.166571, 0.494903, 0.666714, 0.628594, 0
1128, 0.337290, 0.494830, 0.581355, 0.659821, 0
1129, 0.052626, 0.494983, 0.723687, 0.575522, 0
1130, 0.773620, 0.518858, 0.363190, 0.750982, 1
1131, 0.634334, 0.487219, 0.432833, 0.353906, 0
1132, 0.812554, 0.489859, 0.343723, 0.424054, 0
1133, 0.009772, 0.486481, 0.745114, 0.334429, 0
1134, 0.926658, 0.494601, 0.286671, 0.737068, 0
1135, 0.036383, 0.484318, 0.731809, 0.277680, 0
1136, 0.728777, 0.494681, 0.385611, 0.724023, 0
1137, 0.267988, 0.488069, 0.616006, 0.376410, 0
1138, 0.054850, 0.494947, 0.722575, 0.609781, 0
1139, 0.138564, 0.494702, 0.680718, 0.714918, 0
1140, 0.638323, 0.684401, 0.430838, 0.931769, 1
1141, 0.565386, 0.489784, 0.467307, 0.422035, 0
1142, 0.159132, 0.491167, 0.670434, 0.459051, 0
1143, 0.026610, 0.494822, 0.736695, 0.663491, 0
1144, 0.167674, 0.494665, 0.666163, 0.728834, 0
1145, 0.265377, 0.494832, 0.617311, 0.659277, 0
1146, 0.974624, 0.494944, 0.262688, 0.611069, 0
1147, 0.860653, 0.483409, 0.319674, 0.253972, 0
1148, 0.605946, 0.485569, 0.447027, 0.310447, 0
1149, 0.603042, 0.490398, 0.448479, 0.438442, 0
1150, 0.145212, 0.458100, 0.677394, 0.410897, 1
1151, 0.725865, 0.494806, 0.387068, 0.670357, 0
1152, 0.677627, 0.488124, 0.411186, 0.377874, 0
1153, 0.905371, 0.489038, 0.297314, 0.402172, 0
1154, 0.687562, 0.484722, 0.406219, 0.288229, 0
1155, 0.620422, 0.488850, 0.439789, 0.397160, 0
1156, 0.394923, 0.490123, 0.552538, 0.431101, 0
1157, 0.616196, 0.494399, 0.441902, 0.546349, 0
1158, 0.861471, 0.490203, 0.319264, 0.433243, 0
1159, 0.871640, 0.485553, 0.314180, 0.310040, 0
1160, 0.589556, 0.442946, 0.455222, 0.278330, 1
1161, 0.090456, 0.490708, 0.704772, 0.446762, 0
1162, 0.868861, 0.494743, 0.315570, 0.697362, 0
1163, 0.976623, 0.485413, 0.261688, 0.306364, 0
1164, 0.200165, 0.483371, 0.649918, 0.252985, 0
1165, 0.330455, 0.494869, 0.584772, 0.643248, 0
1166, 0.924233, 0.494984, 0.287884, 0.578906, 0
1167, 0.989543, 0.484364, 0.255229, 0.278881, 0
1168, 0.680197, 0.483127, 0.409902, 0.246616, 0
1169, 0.562039, 0.488990, 0.468980, 0.400875, 0
1170, 0.237178, 0.310341, 0.631411, 0.291087, 1
1171, 0.039121, 0.494912, 0.730439, 0.624985, 0
1172, 0.000579, 0.494684, 0.749710, 0.722673, 0
1173, 0.202531, 0.494566, 0.648734, 0.741563, 0
1174, 0.544827, 0.494872, 0.477586, 0.642081, 0
1175, 0.663519, 0.491556, 0.418241, 0.469521, 0
1176, 0.808401, 0.489306, 0.345799, 0.409295, 0
1177, 0.273291, 0.486559, 0.613354, 0.336504, 0
1178, 0.420150, 0.494953, 0.539925, 0.607163, 0
1179, 0.414278, 0.493921, 0.542861, 0.533361, 0
1180, 0.110578, 0.526017, 0.694711, 0.571108, 1
1181, 0.593068, 0.494766, 0.453466, 0.687439, 0
1182, 0.660980, 0.490642, 0.419510, 0.444979, 0
1183, 0.168261, 0.489354, 0.665869, 0.410578, 0
1184, 0.678521, 0.494832, 0.410739, 0.658987, 0
1185, 0.432413, 0.489021, 0.533793, 0.401721, 0
1186, 0.367608, 0.493688, 0.566196, 0.527055, 0
1187, 0.001823, 0.494917, 0.749088, 0.560440, 0
1188, 0.052353, 0.494571, 0.723824, 0.740955, 0
1189, 0.851255, 0.494699, 0.324372, 0.716150, 0
1190, 0.783353, 0.662306, 0.358324, 0.429667, 1
1191, 0.883345, 0.487034, 0.308328, 0.349032, 0
1192, 0.029362, 0.485139, 0.735319, 0.299163, 0
1193, 0.128279, 0.494673, 0.685860, 0.727484, 0
1194, 0.698814, 0.494786, 0.400593, 0.678709, 0
1195, 0.105748, 0.488637, 0.697126, 0.391489, 0
1196, 0.732239, 0.494761, 0.383881, 0.689821, 0
1197, 0.641368, 0.488003, 0.429316, 0.374670, 0
1198, 0.567526, 0.489726, 0.466237, 0.420494, 0
1199, 0.303211, 0.491126, 0.598395, 0.457962, 0
1200, 0.751332, 0.574380, 0.374334, 0.687412, 1
1201, 0.739993, 0.487641, 0.380003, 0.365081, 0
1202, 0.391335, 0.487856, 0.554332, 0.370774, 0
1203, 0.375887, 0.494467, 0.562056, 0.548199, 0
1204, 0.149112, 0.494760, 0.675444, 0.556166, 0
1205, 0.425312, 0.494810, 0.537344, 0.668433, 0
1206, 0.283116, 0.493823, 0.608442, 0.530706, 0
1207, 0.652021, 0.494964, 0.423989, 0.602314, 0
1208, 0.249192, 0.489524, 0.625404, 0.415106, 0
1209, 0.439894, 0.494925, 0.530053, 0.619057, 0
1210, 0.279819, 0.540676, 0.610091, 0.573174, 1
1211, 0.182816, 0.494961, 0.658592, 0.603942, 0
1212, 0.657004, 0.494849, 0.421498, 0.651807, 0
1213, 0.971251, 0.489429, 0.264375, 0.412587, 0
1214, 0.714767, 0.483473, 0.392617, 0.255636, 0
1215, 0.706788, 0.488334, 0.396606, 0.383457, 0
1216, 0.495703, 0.488486, 0.502149, 0.387473, 0
1217, 0.922515, 0.492488, 0.288742, 0.494604, 0
1218, 0.651333, 0.484397, 0.424333, 0.279732, 0
1219, 0.385355, 0.489537, 0.557323, 0.415454, 0
1220, 0.734034, 0.508864, 0.382983, 0.567203, 1
1221, 0.955921, 0.487969, 0.272039, 0.373768, 0
1222, 0.211145, 0.483764, 0.644428, 0.263206, 0
1223, 0.846973, 0.494882, 0.326514, 0.637831, 0
1224, 0.099595, 0.485828, 0.700203, 0.317259, 0
1225, 0.756105, 0.494753, 0.371947, 0.692855, 0
1226, 0.138029, 0.487551, 0.680986, 0.362687, 0
1227, 0.970412, 0.494798, 0.264794, 0.673900, 0
1228, 0.768485, 0.483489, 0.365757, 0.256050, 0
1229, 0.295922, 0.487316, 0.602039, 0.356479, 0
1230, 0.362201, 0.461686, 0.568900, 0.555905, 1
1231, 0.475005, 0.494978, 0.512498, 0.563186, 0
1232, 0.320880, 0.492881, 0.589560, 0.505200, 0
1233, 0.799693, 0.494986, 0.350153, 0.583648, 0
1234, 0.056398, 0.486724, 0.721801, 0.340856, 0
1235, 0.834088, 0.494704, 0.332956, 0.714156, 0
1236, 0.433685, 0.486072, 0.533157, 0.323681, 0
1237, 0.569026, 0.493664, 0.465487, 0.526401, 0
1238, 0.892327, 0.491098, 0.303837, 0.457199, 0
1239, 0.904534, 0.484969, 0.297733, 0.294703, 0
1240, 0.242158, 0.301243, 0.628921, 0.179380, 1
1241, 0.024645, 0.494917, 0.737678, 0.622528, 0
1242, 0.514319, 0.494658, 0.492840, 0.729796, 0
1243, 0.399028, 0.492135, 0.550486, 0.485088, 0
1244, 0.440201, 0.494321, 0.529899, 0.544234, 0
1245, 0.189286, 0.493541, 0.655357, 0.523054, 0
1246, 0.942129, 0.494857, 0.278935, 0.648616, 0
1247, 0.989521, 0.484025, 0.255240, 0.270023, 0
1248, 0.741532, 0.483127, 0.379234, 0.246626, 0
1249, 0.835032, 0.487827, 0.332484, 0.370001, 0
1250, 0.526609, 0.609322, 0.486696, 0.405180, 1
1251, 0.299082, 0.491902, 0.600459, 0.478813, 0
1252, 0.768195, 0.494983, 0.365902, 0.594434, 0
1253, 0.354061, 0.487321, 0.572970, 0.356624, 0
1254, 0.333548, 0.494980, 0.583226, 0.567217, 0
1255, 0.777998, 0.494984, 0.361001, 0.577374, 0
1256, 0.220796, 0.487136, 0.639602, 0.351713, 0
1257, 0.813679, 0.494893, 0.343161, 0.633069, 0
1258, 0.440133, 0.486459, 0.529933, 0.333868, 0
1259, 0.003190, 0.493542, 0.748405, 0.523089, 0
1260, 0.673806, 0.530437, 0.413097, 0.793963, 1
1261, 0.220277, 0.489111, 0.639861, 0.404101, 0
1262, 0.285991, 0.494892, 0.607005, 0.633325, 0
1263, 0.225514, 0.494968, 0.637243, 0.600895, 0
1264, 0.390229, 0.494898, 0.554886, 0.630741, 0
1265, 0.359827, 0.494488, 0.570086, 0.548769, 0
1266, 0.746239, 0.494979, 0.376880, 0.564361, 0
1267, 0.478772, 0.487738, 0.510614, 0.367637, 0
1268, 0.743163, 0.492809, 0.378419, 0.503271, 0
1269, 0.343406, 0.487796, 0.578297, 0.369182, 0
1270, 0.068702, 0.357160, 0.715649, 0.413089, 1
1271, 0.045323, 0.494718, 0.727338, 0.708089, 0
1272, 0.728562, 0.494691, 0.385719, 0.719616, 0
1273, 0.076287, 0.488073, 0.711856, 0.376518, 0
1274, 0.722381, 0.494727, 0.388809, 0.704349, 0
1275, 0.526181, 0.488190, 0.486909, 0.379626, 0
1276, 0.743777, 0.491910, 0.378112, 0.479031, 0
1277, 0.185538, 0.487784, 0.657231, 0.368874, 0
1278, 0.021292, 0.494852, 0.739354, 0.650465, 0
1279, 0.342159, 0.494645, 0.578920, 0.731435, 0
1280, 0.898926, 0.324139, 0.300537, 0.375302, 1
1281, 0.028836, 0.484844, 0.735582, 0.291427, 0
1282, 0.477332, 0.494672, 0.511334, 0.727744, 0
1283, 0.351843, 0.492836, 0.574078, 0.504008, 0
1284, 0.449500, 0.494980, 0.525250, 0.568315, 0
1285, 0.211641, 0.493364, 0.644180, 0.518279, 0
1286, 0.859140, 0.494882, 0.320430, 0.637586, 0
1287, 0.664392, 0.485598, 0.417804, 0.311200, 0
1288, 0.464629, 0.489289, 0.517685, 0.408854, 0
1289, 0.051162, 0.493077, 0.724419, 0.510518, 0
1290, 0.560145, 0.557827, 0.469927, 0.808201, 1
1291, 0.450479, 0.491266, 0.524761, 0.461719, 0
1292, 0.129221, 0.493346, 0.685390, 0.517777, 0
1293, 0.027532, 0.494788, 0.736234, 0.678244, 0
1294, 0.959135, 0.494669, 0.270432, 0.728384, 0
1295, 0.459207, 0.483703, 0.520396, 0.261618, 0
1296, 0.106543, 0.493180, 0.696728, 0.513298, 0
1297, 0.496438, 0.494761, 0.501781, 0.689429, 0
1298, 0.515302, 0.492474, 0.492349, 0.494228, 0
1299, 0.246828, 0.492116, 0.626586, 0.484586, 0
1300, 0.917124, 0.616496, 0.291438, 0.772576, 1
1301, 0.723275, 0.484499, 0.388363, 0.282403, 0
1302, 0.751097, 0.488173, 0.374451, 0.379176, 0
1303, 0.290400, 0.487646, 0.604800, 0.365199, 0
1304, 0.743982, 0.494973, 0.378009, 0.598719, 0
1305, 0.557417, 0.487780, 0.471291, 0.368771, 0
1306, 0.698752, 0.491318, 0.400624, 0.463108, 0
1307, 0.918193, 0.488638, 0.290903, 0.391520, 0
1308, 0.387604, 0.484479, 0.556198, 0.281873, 0
1309, 0.052306, 0.494538, 0.723847, 0.550122, 0
1310, 0.936162, 0.536817, 0.281919, 0.777146, 1
1311, 0.974054, 0.484138, 0.262973, 0.272975, 0
1312, 0.964730, 0.483420, 0.267635, 0.254253, 0
1313, 0.347090, 0.483597, 0.576455, 0.258855, 0
1314, 0.657127, 0.494981, 0.421436, 0.570668, 0
1315, 0.222569, 0.489427, 0.638716, 0.412525, 0
1316, 0.550701, 0.494895, 0.474649, 0.632194, 0
1317, 0.273804, 0.491445, 0.613098, 0.466528, 0
1318, 0.600658, 0.494954, 0.449671, 0.606911, 0
1319, 0.321676, 0.490498, 0.589162, 0.441125, 0
1320, 0.033478, 0.284698, 0.733261, 0.335466, 1
1321, 0.035704, 0.494677, 0.732148, 0.725455, 0
1322, 0.902009, 0.494680, 0.298996, 0.724358, 0
1323, 0.943922, 0.484785, 0.278039, 0.289897, 0
1324, 0.273638, 0.483991, 0.613181, 0.269137, 0
1325, 0.239139, 0.494954, 0.630430, 0.606992, 0
1326, 0.246298, 0.494914, 0.626851, 0.624017, 0
1327, 0.089445, 0.494922, 0.705277, 0.620485, 0
1328, 0.222840, 0.494742, 0.638580, 0.697860, 0
1329, 0.948054, 0.494895, 0.275973, 0.632060, 0
1330, 0.299884, 0.593402, 0.600058, 0.327525, 1
1331, 0.457950, 0.494984, 0.521025, 0.594038, 0
1332, 0.629122, 0.493204, 0.435439, 0.513943, 0
1333, 0.566141, 0.489958, 0.466929, 0.426693, 0
1334, 0.333767, 0.491152, 0.583117, 0.458667, 0
1335, 0.881116, 0.494984, 0.309442, 0.577266, 0
1336, 0.824721, 0.485181, 0.337639, 0.300271, 0
1337, 0.934483, 0.486250, 0.282759, 0.328354, 0
1338, 0.757920, 0.484170, 0.371040, 0.273807, 0
1339, 0.002790, 0.487516, 0.748605, 0.361776, 0
1340, 0.388680, 0.941165, 0.555660, 1.409121, 1
1341, 0.632618, 0.494518, 0.433691, 0.549568, 0
1342, 0.898400, 0.489892, 0.300800, 0.424923, 0
1343, 0.836887, 0.484854, 0.331557, 0.291688, 0
1344, 0.514904, 0.486019, 0.492548, 0.322286, 0
1345, 0.851957, 0.492124, 0.324021, 0.484789, 0
1346, 0.278698, 0.485734, 0.610651, 0.314776, 0
1347, 0.693706, 0.494959, 0.403147, 0.604495, 0
1348, 0.097137, 0.488734, 0.701431, 0.394063, 0
1349, 0.399496, 0.494751, 0.550252, 0.694067, 0
1350, 0.860837, 0.309623, 0.319582, 0.340741, 1
1351, 0.539206, 0.485565, 0.480397, 0.310356, 0
1352, 0.575196, 0.491663, 0.462402, 0.472387, 0
1353, 0.682950, 0.490981, 0.408525, 0.454061, 0
1354, 0.639349, 0.488938, 0.430326, 0.399486, 0
1355, 0.573277, 0.489764, 0.463362, 0.421516, 0
1356, 0.754730, 0.491017, 0.372635, 0.455037, 0
1357, 0.079594, 0.487577, 0.710203, 0.363376, 0
1358, 0.519834, 0.494730, 0.490083, 0.702718, 0
1359, 0.064016, 0.492030, 0.717992, 0.482272, 0
1360, 0.433817, 0.852287, 0.533091, 1.223870, 1
1361, 0.823647, 0.493662, 0.338176, 0.526334, 0
1362, 0.551135, 0.486270, 0.474433, 0.328890, 0
1363, 0.485651, 0.491437, 0.507174, 0.466307, 0
1364, 0.659076, 0.492679, 0.420462, 0.499748, 0
1365, 0.265924, 0.489390, 0.617038, 0.411540, 0
1366, 0.803227, 0.494945, 0.348386, 0.610799, 0
1367, 0.096519, 0.486657, 0.701741, 0.339090, 0
1368, 0.275657, 0.494750, 0.612172, 0.694372, 0
1369, 0.131484, 0.494956, 0.684258, 0.605996, 0
1370, 0.968292, 0.694694, 0.265854, 0.950699, 1
1371, 0.136452, 0.483529, 0.681774, 0.257096, 0
1372, 0.228169, 0.494796, 0.635915, 0.674678, 0
1373, 0.855155, 0.494901, 0.322422, 0.629431, 0
1374, 0.077608, 0.485673, 0.711196, 0.313184, 0
1375, 0.689130, 0.494728, 0.405435, 0.703697, 0
1376, 0.512395, 0.488820, 0.493802, 0.396370, 0
1377, 0.468804, 0.492171, 0.515598, 0.486071, 0
1378, 0.346776, 0.492998, 0.576612, 0.508378, 0
1379, 0.161347, 0.494981, 0.669326, 0.570824, 0
1380, 0.391616, 0.467686, 0.554192, 0.626069, 1
1381, 0.020838, 0.494462, 0.739581, 0.548054, 0
1382, 0.705738, 0.494643, 0.397131, 0.731657, 0
1383, 0.412426, 0.488505, 0.543787, 0.388001, 0
1384, 0.828418, 0.494067, 0.335791, 0.537335, 0
1385, 0.158676, 0.486180, 0.670662, 0.326510, 0
1386, 0.991853, 0.494821, 0.254073, 0.663716, 0
1387, 0.898430, 0.483083, 0.300785, 0.245477, 0
1388, 0.038671, 0.484853, 0.730665, 0.291673, 0
1389, 0.641938, 0.494683, 0.429031, 0.722895, 0
1390, 0.706289, 0.570307, 0.396855, 0.489359, 1
1391, 0.020556, 0.488495, 0.739722, 0.387724, 0
1392, 0.238447, 0.494642, 0.630776, 0.731795, 0
1393, 0.857842, 0.494913, 0.321079, 0.624359, 0
1394, 0.144722, 0.485622, 0.677639, 0.311846, 0
1395, 0.607169, 0.494805, 0.446415, 0.670599, 0
1396, 0.601964, 0.490374, 0.449018, 0.437821, 0
1397, 0.998597, 0.490473, 0.250701, 0.440462, 0
1398, 0.235523, 0.482955, 0.632239, 0.242155, 0
1399, 0.137363, 0.494910, 0.681318, 0.625802, 0
1400, 0.229517, 0.167814, 0.635242, 0.228670, 1
1401, 0.241365, 0.494903, 0.629317, 0.628766, 0
1402, 0.545659, 0.494916, 0.477171, 0.622919, 0
1403, 0.294390, 0.491541, 0.602805, 0.469098, 0
1404, 0.370928, 0.494977, 0.564536, 0.596750, 0
1405, 0.150803, 0.494854, 0.674599, 0.558726, 0
1406, 0.921537, 0.494812, 0.289231, 0.667599, 0
1407, 0.692859, 0.484415, 0.403571, 0.280216, 0
1408, 0.164402, 0.488750, 0.667799, 0.394490, 0
1409, 0.339361, 0.494828, 0.580319, 0.660891, 0
1410, 0.379839, 0.638934, 0.560081, 0.741572, 1
1411, 0.259754, 0.494685, 0.620123, 0.554127, 0
1412, 0.806928, 0.494938, 0.346536, 0.613844, 0
1413, 0.405594, 0.486587, 0.547203, 0.337240, 0
1414, 0.037215, 0.494197, 0.731393, 0.540852, 0
1415, 0.986064, 0.494682, 0.256968, 0.723613, 0
1416, 0.134559, 0.483192, 0.682721, 0.248330, 0
1417, 0.881206, 0.494794, 0.309397, 0.675612, 0
1418, 0.992402, 0.485180, 0.253799, 0.300226, 0
1419, 0.573480, 0.483072, 0.463260, 0.245207, 0
1420, 0.270839, 0.484510, 0.614581, 0.448908, 1
1421, 0.891581, 0.494950, 0.304210, 0.608374, 0
1422, 0.425297, 0.484983, 0.537351, 0.295073, 0
1423, 0.535134, 0.493823, 0.482433, 0.530713, 0
1424, 0.658685, 0.491740, 0.420657, 0.474463, 0
1425, 0.589341, 0.489398, 0.455329, 0.411737, 0
1426, 0.974801, 0.490712, 0.262599, 0.446872, 0
1427, 0.847036, 0.483406, 0.326482, 0.253884, 0
