leaderAction, followerAction, leaderProfit, followerProfit, leaderEstimatedProfit, followerEstimatedProfit, price
0.000000, 0.000000, 0.000000, 0.000000, 0.091374, 0.228801, 2.200000
0.000000, 0.010000, 0.000000, 0.021442, 0.091374, 0.228801, 2.190000
0.000000, 0.020000, 0.000000, 0.042650, 0.091374, 0.228801, 2.180000
0.000000, 0.030000, 0.000000, 0.063622, 0.091374, 0.228801, 2.170000
0.000000, 0.040000, 0.000000, 0.084358, 0.091374, 0.228801, 2.160000
0.000000, 0.050000, 0.000000, 0.104860, 0.091374, 0.228801, 2.150000
0.000000, 0.060000, 0.000000, 0.125126, 0.091374, 0.228801, 2.140000
0.000000, 0.070000, 0.000000, 0.145158, 0.091374, 0.228801, 2.130000
0.000000, 0.080000, 0.000000, 0.164954, 0.091374, 0.228801, 2.120000
0.000000, 0.090000, 0.000000, 0.184514, 0.091374, 0.228801, 2.110000
0.000000, 0.100000, 0.000000, 0.203840, 0.091374, 0.228801, 2.100000
0.000000, 0.110000, 0.000000, 0.222930, 0.091374, 0.228801, 2.090000
0.000000, 0.120000, 0.000000, 0.241786, 0.091374, 0.228801, 2.080000
0.000000, 0.130000, 0.000000, 0.260406, 0.091374, 0.228801, 2.070000
0.000000, 0.140000, 0.000000, 0.278790, 0.091374, 0.228801, 2.060000
0.000000, 0.150000, 0.000000, 0.296940, 0.091374, 0.228801, 2.050000
0.000000, 0.160000, 0.000000, 0.314854, 0.091374, 0.228801, 2.040000
0.000000, 0.170000, 0.000000, 0.332534, 0.091374, 0.228801, 2.030000
0.000000, 0.180000, 0.000000, 0.349978, 0.091374, 0.228801, 2.020000
0.000000, 0.190000, 0.000000, 0.367186, 0.091374, 0.228801, 2.010000
0.000000, 0.200000, 0.000000, 0.384160, 0.091374, 0.228801, 2.000000
0.000000, 0.210000, 0.000000, 0.400898, 0.091374, 0.228801, 1.990000
0.000000, 0.220000, 0.000000, 0.417402, 0.091374, 0.228801, 1.980000
0.000000, 0.230000, 0.000000, 0.433670, 0.091374, 0.228801, 1.970000
0.000000, 0.240000, 0.000000, 0.449703, 0.091374, 0.228801, 1.960000
0.000000, 0.250000, 0.000000, 0.465500, 0.091374, 0.228801, 1.950000
0.000000, 0.260000, 0.000000, 0.481062, 0.091374, 0.228801, 1.940000
0.000000, 0.270000, 0.000000, 0.496390, 0.091374, 0.228801, 1.930000
0.000000, 0.280000, 0.000000, 0.511482, 0.091374, 0.228801, 1.920000
0.000000, 0.290000, 0.000000, 0.526338, 0.091374, 0.228801, 1.910000
0.000000, 0.300000, 0.000000, 0.540960, 0.091374, 0.228801, 1.900000
0.000000, 0.310000, 0.000000, 0.555346, 0.091374, 0.228801, 1.890000
0.000000, 0.320000, 0.000000, 0.569498, 0.091374, 0.228801, 1.880000
0.000000, 0.330000, 0.000000, 0.583414, 0.091374, 0.228801, 1.870000
0.000000, 0.340000, 0.000000, 0.597094, 0.091374, 0.228801, 1.860000
0.000000, 0.350000, 0.000000, 0.610540, 0.091374, 0.228801, 1.850000
0.000000, 0.360000, 0.000000, 0.623750, 0.091374, 0.228801, 1.840000
0.000000, 0.370000, 0.000000, 0.636726, 0.091374, 0.228801, 1.830000
0.000000, 0.380000, 0.000000, 0.649466, 0.091374, 0.228801, 1.820000
0.000000, 0.390000, 0.000000, 0.661970, 0.091374, 0.228801, 1.810000
0.000000, 0.400000, 0.000000, 0.674240, 0.091374, 0.228801, 1.800000
0.000000, 0.410000, 0.000000, 0.686274, 0.091374, 0.228801, 1.790000
0.000000, 0.420000, 0.000000, 0.698073, 0.091374, 0.228801, 1.780000
0.000000, 0.430000, 0.000000, 0.709637, 0.091374, 0.228801, 1.770000
0.000000, 0.440000, 0.000000, 0.720966, 0.091374, 0.228801, 1.760000
0.000000, 0.450000, 0.000000, 0.732060, 0.091374, 0.228801, 1.750000
0.000000, 0.460000, 0.000000, 0.742918, 0.091374, 0.228801, 1.740000
0.000000, 0.470000, 0.000000, 0.753541, 0.091374, 0.228801, 1.730000
0.000000, 0.480000, 0.000000, 0.763929, 0.091374, 0.228801, 1.720000
0.000000, 0.490000, 0.000000, 0.774082, 0.091374, 0.228801, 1.710000
0.000000, 0.500000, 0.000000, 0.784000, 0.091374, 0.228801, 1.700000
0.000000, 0.510000, 0.000000, 0.793682, 0.091374, 0.228801, 1.690000
0.000000, 0.520000, 0.000000, 0.803129, 0.091374, 0.228801, 1.680000
0.000000, 0.530000, 0.000000, 0.812341, 0.091374, 0.228801, 1.670000
0.000000, 0.540000, 0.000000, 0.821318, 0.091374, 0.228801, 1.660000
0.000000, 0.550000, 0.000000, 0.830060, 0.091374, 0.228801, 1.650000
0.000000, 0.560000, 0.000000, 0.838566, 0.091374, 0.228801, 1.640000
0.000000, 0.570000, 0.000000, 0.846837, 0.091374, 0.228801, 1.630000
0.000000, 0.580000, 0.000000, 0.854873, 0.091374, 0.228801, 1.620000
0.000000, 0.590000, 0.000000, 0.862674, 0.091374, 0.228801, 1.610000
0.000000, 0.600000, 0.000000, 0.870240, 0.091374, 0.228801, 1.600000
0.000000, 0.610000, 0.000000, 0.877570, 0.091374, 0.228801, 1.590000
0.000000, 0.620000, 0.000000, 0.884665, 0.091374, 0.228801, 1.580000
0.000000, 0.630000, 0.000000, 0.891525, 0.091374, 0.228801, 1.570000
0.000000, 0.640000, 0.000000, 0.898150, 0.091374, 0.228801, 1.560000
0.000000, 0.650000, 0.000000, 0.904540, 0.091374, 0.228801, 1.550000
0.000000, 0.660000, 0.000000, 0.910694, 0.091374, 0.228801, 1.540000
0.000000, 0.670000, 0.000000, 0.916613, 0.091374, 0.228801, 1.530000
0.000000, 0.680000, 0.000000, 0.922297, 0.091374, 0.228801, 1.520000
0.000000, 0.690000, 0.000000, 0.927746, 0.091374, 0.228801, 1.510000
0.000000, 0.700000, 0.000000, 0.932960, 0.091374, 0.228801, 1.500000
0.000000, 0.710000, 0.000000, 0.937938, 0.091374, 0.228801, 1.490000
0.000000, 0.720000, 0.000000, 0.942681, 0.091374, 0.228801, 1.480000
0.000000, 0.730000, 0.000000, 0.947189, 0.091374, 0.228801, 1.470000
0.000000, 0.740000, 0.000000, 0.951462, 0.091374, 0.228801, 1.460000
0.000000, 0.750000, 0.000000, 0.955500, 0.091374, 0.228801, 1.450000
0.000000, 0.760000, 0.000000, 0.959302, 0.091374, 0.228801, 1.440000
0.000000, 0.770000, 0.000000, 0.962869, 0.091374, 0.228801, 1.430000
0.000000, 0.780000, 0.000000, 0.966201, 0.091374, 0.228801, 1.420000
0.000000, 0.790000, 0.000000, 0.969298, 0.091374, 0.228801, 1.410000
0.000000, 0.800000, 0.000000, 0.972160, 0.091374, 0.228801, 1.400000
0.000000, 0.810000, 0.000000, 0.974786, 0.091374, 0.228801, 1.390000
0.000000, 0.820000, 0.000000, 0.977178, 0.091374, 0.228801, 1.380000
0.000000, 0.830000, 0.000000, 0.979334, 0.091374, 0.228801, 1.370000
0.000000, 0.839999, 0.000000, 0.981254, 0.091374, 0.228801, 1.360000
0.000000, 0.849999, 0.000000, 0.982940, 0.091374, 0.228801, 1.350001
0.000000, 0.859999, 0.000000, 0.984390, 0.091374, 0.228801, 1.340001
0.000000, 0.869999, 0.000000, 0.985605, 0.091374, 0.228801, 1.330001
0.000000, 0.879999, 0.000000, 0.986586, 0.091374, 0.228801, 1.320001
0.000000, 0.889999, 0.000000, 0.987330, 0.091374, 0.228801, 1.310001
