round, random_action, action, bestAction, profit, whitenoise, estimated_profit
1114, 0.252544, 0.829018, 0.343432, 0.746139, 0.266580, 0.655734
1115, 0.597069, 0.960013, 0.300366, 0.661953, 0.266550, 0.680815
1116, 0.522117, 1.000000, 0.309735, 0.335776, 0.266520, 0.571021
1117, 0.953289, 0.935342, 0.255839, 0.473282, 0.266490, 0.585669
1118, 0.543149, 1.000000, 0.307106, 0.038926, 0.266460, 0.445080
1119, 0.894079, 0.716558, 0.263240, 0.611305, 0.266430, 0.537247
1120, 0.660605, 0.984939, 0.292424, 0.111662, 0.000000, 0.460563
1121, 0.589044, 1.000000, 0.301369, 0.282829, 0.266370, 0.548216
1122, 0.722983, 1.000000, 0.284627, 0.342463, 0.266340, 0.573883
1123, 0.005591, 1.000000, 0.374301, 0.230847, 0.266310, 0.525628
1124, 0.105503, 0.907613, 0.361812, 0.891868, 0.266280, 0.744669
1125, 0.367073, 0.694243, 0.329116, 0.871282, 0.266250, 0.683485
1126, 0.984766, 0.973792, 0.251904, 0.556151, 0.266220, 0.645919
1127, 0.111278, 0.931041, 0.361090, 0.118826, 0.266190, 0.428159
1128, 0.644559, 0.579540, 0.294430, 0.835331, 0.266160, 0.662464
1129, 0.525100, 1.000000, 0.309363, 0.296201, 0.266130, 0.553999
1130, 0.432194, 0.981503, 0.320976, 0.418688, 0.000000, 0.593103
1131, 0.016987, 0.874671, 0.372877, 0.596572, 0.266070, 0.606111
1132, 0.518665, 0.686011, 0.310167, 0.920965, 0.266040, 0.709411
1133, 0.713846, 0.746409, 0.285769, 0.614865, 0.266010, 0.551716
1134, 0.926742, 0.871558, 0.259157, 0.394408, 0.265980, 0.504587
1135, 0.598419, 1.000000, 0.300198, 0.061048, 0.265950, 0.451598
1136, 0.866938, 1.000000, 0.266633, 0.334651, 0.265920, 0.570540
1137, 0.889657, 1.000000, 0.263793, 0.110885, 0.265890, 0.473251
1138, 0.936327, 1.000000, 0.257959, 0.091952, 0.265860, 0.465009
1139, 0.758180, 0.719451, 0.280227, 0.374576, 0.265830, 0.409543
1140, 0.226726, 0.983764, 0.346659, 0.224865, 0.000000, 0.509748
1141, 0.364406, 1.000000, 0.329449, 0.644395, 0.265770, 0.695402
1142, 0.123438, 1.000000, 0.359570, 0.529661, 0.265740, 0.651341
1143, 0.934219, 0.861499, 0.258223, 0.828162, 0.265710, 0.738769
1144, 0.720452, 0.877242, 0.284943, 0.227569, 0.265680, 0.338898
1145, 0.101848, 0.648258, 0.362269, 0.531049, 0.265650, 0.414176
1146, 0.375598, 1.000000, 0.328050, 0.748460, 0.265620, 0.756422
1147, 0.456213, 1.000000, 0.317973, 0.520335, 0.265590, 0.629479
1148, 0.216395, 0.873925, 0.347951, 0.579658, 0.265560, 0.577000
1149, 0.789452, 1.000000, 0.276318, 0.653004, 0.265530, 0.706982
1150, 0.314016, 0.990051, 0.335748, 0.190128, 0.000000, 0.404871
1151, 0.255568, 1.000000, 0.343054, 0.571653, 0.265470, 0.660533
1152, 0.948924, 1.000000, 0.256384, 0.620360, 0.265440, 0.688787
1153, 0.707803, 1.000000, 0.286525, 0.042563, 0.265410, 0.337353
1154, 0.590086, 1.000000, 0.301239, 0.243498, 0.265380, 0.449671
1155, 0.128971, 1.000000, 0.358879, 0.341595, 0.265350, 0.514341
1156, 0.438712, 0.276902, 0.320161, 0.534704, 0.265320, 0.592839
1157, 0.687536, 0.975787, 0.289058, 0.495793, 0.265290, 0.594565
1158, 0.438298, 0.694908, 0.320213, 0.534296, 0.265260, 0.435682
1159, 0.075979, 1.000000, 0.365503, 0.468085, 0.265230, 0.596723
1160, 0.724564, 0.983266, 0.284430, 0.784555, 0.000000, 0.765774
1161, 0.013656, 0.880173, 0.373293, 0.377807, 0.265170, 0.430763
1162, 0.348832, 0.921264, 0.331396, 0.878130, 0.265140, 0.786058
1163, 0.703828, 0.931733, 0.287022, 0.611607, 0.265110, 0.637904
1164, 0.337308, 0.465837, 0.332837, 0.529695, 0.265080, 0.408371
1165, 0.275206, 0.988331, 0.340599, 0.565021, 0.265050, 0.648049
1166, 0.325017, 1.000000, 0.334373, 0.603995, 0.265020, 0.679437
1167, 0.846149, 1.000000, 0.269231, 0.562485, 0.264990, 0.655077
1168, 0.425150, 1.000000, 0.321856, 0.128209, 0.264960, 0.375937
1169, 0.611952, 1.000000, 0.298506, 0.479041, 0.264930, 0.603674
1170, 0.910861, 0.988815, 0.261142, 0.338190, 0.000000, 0.501370
1171, 0.654179, 1.000000, 0.293228, 0.074283, 0.264870, 0.345193
1172, 0.734490, 0.966722, 0.283189, 0.332211, 0.264840, 0.476293
1173, 0.076494, 1.000000, 0.365438, 0.221258, 0.264810, 0.435167
1174, 0.556597, 1.000000, 0.305425, 0.769588, 0.264780, 0.766567
1175, 0.908914, 1.000000, 0.261386, 0.369502, 0.264750, 0.532745
1176, 0.083050, 1.000000, 0.364619, 0.075905, 0.264720, 0.345914
1177, 0.691315, 1.000000, 0.288586, 0.764125, 0.264690, 0.763972
1178, 0.793477, 0.958496, 0.275815, 0.312863, 0.264660, 0.455255
1179, 0.418402, 1.000000, 0.322700, 0.172102, 0.264630, 0.403531
1180, 0.453202, 0.987093, 0.318350, 0.499643, 0.000000, 0.606203
1181, 0.703205, 1.000000, 0.287099, 0.455665, 0.264570, 0.588796
1182, 0.104261, 1.000000, 0.361967, 0.247329, 0.264540, 0.452179
1183, 0.930212, 1.000000, 0.258723, 0.746449, 0.264510, 0.755441
1184, 0.340643, 0.762689, 0.332420, 0.346013, 0.264480, 0.338560
1185, 0.416657, 0.876806, 0.322918, 0.661802, 0.264450, 0.637857
1186, 0.622023, 1.000000, 0.297247, 0.486119, 0.264420, 0.608143
1187, 0.799234, 1.000000, 0.275096, 0.314981, 0.264390, 0.496752
1188, 0.067348, 0.811874, 0.366581, 0.390389, 0.264360, 0.385573
1189, 0.704101, 1.000000, 0.286987, 0.777210, 0.264330, 0.770154
1190, 0.593838, 0.989474, 0.300770, 0.261346, 0.000000, 0.450825
1191, 0.700340, 0.647253, 0.287458, 0.599602, 0.264270, 0.482987
1192, 0.874978, 1.000000, 0.265628, 0.249717, 0.264240, 0.453744
1193, 0.430052, 1.000000, 0.321244, 0.104185, 0.264210, 0.361156
1194, 0.185381, 1.000000, 0.351827, 0.474957, 0.264180, 0.601087
1195, 0.287178, 0.885658, 0.339103, 0.770008, 0.264150, 0.713229
1196, 0.624771, 0.567204, 0.296904, 0.746069, 0.264120, 0.641302
1197, 0.986604, 1.000000, 0.251674, 0.312691, 0.264090, 0.495239
1198, 0.684133, 1.000000, 0.289483, 0.011163, 0.264060, 0.330498
1199, 0.038375, 0.936261, 0.370203, 0.345906, 0.264030, 0.457349
1200, 0.261473, 0.982772, 0.342316, 0.815767, 0.000000, 0.780279
1201, 0.784730, 1.000000, 0.276909, 0.615439, 0.263970, 0.685991
1202, 0.945170, 0.569213, 0.256854, 0.510794, 0.263940, 0.374412
1203, 0.413843, 1.000000, 0.323270, 0.045692, 0.263910, 0.338040
1204, 0.837823, 0.863902, 0.270272, 0.617944, 0.263880, 0.598807
1205, 0.860757, 1.000000, 0.267405, 0.135147, 0.263850, 0.380250
1206, 0.935297, 0.701273, 0.258088, 0.430521, 0.263820, 0.351284
1207, 0.689739, 0.544623, 0.288783, 0.442713, 0.263790, 0.335596
1208, 0.020007, 0.962179, 0.372499, 0.309423, 0.263760, 0.456420
1209, 0.125576, 0.824380, 0.359303, 0.914535, 0.263730, 0.778190
1210, 0.373102, 0.983897, 0.328362, 0.743359, 0.000000, 0.745647
1211, 0.223955, 0.442144, 0.347006, 0.642070, 0.263670, 0.579084
1212, 0.708631, 1.000000, 0.286421, 0.646704, 0.263640, 0.703519
1213, 0.223061, 0.588853, 0.347117, 0.546486, 0.263610, 0.415708
1214, 0.540381, 0.406750, 0.307452, 0.665524, 0.263580, 0.635151
1215, 0.413505, 1.000000, 0.323312, 0.383016, 0.263550, 0.541628
1216, 0.042344, 1.000000, 0.369707, 0.488746, 0.263520, 0.609796
1217, 0.448860, 1.000000, 0.318892, 0.798046, 0.263490, 0.779761
1218, 0.486207, 1.000000, 0.314224, 0.459283, 0.263460, 0.591110
1219, 0.496985, 0.834922, 0.312877, 0.587193, 0.263430, 0.557599
1220, 0.205772, 0.987838, 0.349278, 0.434105, 0.000000, 0.564262
1221, 0.366815, 0.872374, 0.329148, 0.762949, 0.263370, 0.703031
1222, 0.043400, 0.948678, 0.369575, 0.581721, 0.263340, 0.630015
1223, 0.693059, 1.000000, 0.288368, 0.797167, 0.263310, 0.779361
1224, 0.969548, 0.923384, 0.253806, 0.354096, 0.263280, 0.451412
1225, 0.158665, 1.000000, 0.355167, 0.025376, 0.263250, 0.333592
1226, 0.414743, 0.937512, 0.323157, 0.754939, 0.263220, 0.728537
1227, 0.977761, 1.000000, 0.252780, 0.487714, 0.263190, 0.609147
1228, 0.613768, 1.000000, 0.298279, 0.018532, 0.263160, 0.332100
1229, 0.926329, 1.000000, 0.259209, 0.321860, 0.263130, 0.501300
1230, 0.970018, 0.990911, 0.253748, 0.075846, 0.000000, 0.341411
1231, 0.294879, 1.000000, 0.338140, 0.024985, 0.263070, 0.333507
1232, 0.679867, 1.000000, 0.290017, 0.587601, 0.263040, 0.669923
1233, 0.548687, 1.000000, 0.306414, 0.266778, 0.263010, 0.464946
1234, 0.015969, 0.241005, 0.373004, 0.395510, 0.262980, 0.344997
1235, 0.007586, 1.000000, 0.374052, 0.820026, 0.262950, 0.789579
1236, 0.892420, 1.000000, 0.263448, 0.827011, 0.262920, 0.792631
1237, 0.820698, 1.000000, 0.272413, 0.089650, 0.262890, 0.352336
1238, 0.689867, 1.000000, 0.288767, 0.149419, 0.262860, 0.389182
1239, 0.191706, 1.000000, 0.351037, 0.258444, 0.262830, 0.459469
1240, 0.980189, 0.984682, 0.252476, 0.688400, 0.000000, 0.717092
1241, 0.007072, 1.000000, 0.374116, 0.016509, 0.262770, 0.331660
1242, 0.652772, 0.795318, 0.293403, 0.929390, 0.262740, 0.781425
1243, 0.412589, 0.903570, 0.323426, 0.406672, 0.262710, 0.471835
1244, 0.156496, 0.594518, 0.355438, 0.692799, 0.262680, 0.577804
1245, 0.628190, 0.524290, 0.296476, 0.784217, 0.262650, 0.699028
1246, 0.634233, 1.000000, 0.295721, 0.309842, 0.262620, 0.493355
1247, 0.056086, 1.000000, 0.367989, 0.304806, 0.262590, 0.490027
1248, 0.278780, 0.925607, 0.340153, 0.842842, 0.262560, 0.770172
1249, 0.216635, 0.656540, 0.347921, 0.770417, 0.262530, 0.652309
1250, 0.970755, 0.984967, 0.253656, 0.667669, 0.000000, 0.705836
1251, 0.815861, 1.000000, 0.273017, 0.024371, 0.262470, 0.333373
1252, 0.283543, 0.834285, 0.339557, 0.358443, 0.262440, 0.378681
1253, 0.787529, 1.000000, 0.276559, 0.597047, 0.262410, 0.675423
1254, 0.128253, 1.000000, 0.358968, 0.177059, 0.262380, 0.406689
1255, 0.627953, 1.000000, 0.296506, 0.726456, 0.262350, 0.745543
1256, 0.750869, 0.798730, 0.281141, 0.515572, 0.262320, 0.476786
1257, 0.467941, 0.981751, 0.316507, 0.233681, 0.262290, 0.424836
1258, 0.611436, 1.000000, 0.298571, 0.443383, 0.262260, 0.580911
1259, 0.034545, 1.000000, 0.370682, 0.323803, 0.262230, 0.502584
1260, 0.329910, 0.982721, 0.333761, 0.818945, 0.000000, 0.781720
1261, 0.762511, 0.971055, 0.279686, 0.589091, 0.262170, 0.650454
1262, 0.677565, 1.000000, 0.290304, 0.197908, 0.262140, 0.420056
1263, 0.378219, 1.000000, 0.327723, 0.268696, 0.262110, 0.466208
1264, 0.699789, 1.000000, 0.287526, 0.518150, 0.262080, 0.628131
1265, 0.339555, 0.661343, 0.332556, 0.538732, 0.262050, 0.426327
1266, 0.825741, 0.689803, 0.271782, 0.736272, 0.262020, 0.623949
1267, 0.708902, 1.000000, 0.286387, 0.145216, 0.261990, 0.386544
1268, 0.211518, 1.000000, 0.348560, 0.242582, 0.261960, 0.449072
1269, 0.335015, 0.998837, 0.333123, 0.658240, 0.261930, 0.709123
1270, 0.953956, 0.985485, 0.255756, 0.569950, 0.000000, 0.621567
1271, 0.537912, 1.000000, 0.307761, 0.038370, 0.261870, 0.254968
1272, 0.421522, 0.962653, 0.322310, 0.430612, 0.261840, 0.492554
1273, 0.959335, 1.000000, 0.255083, 0.482065, 0.261810, 0.564686
1274, 0.193899, 1.000000, 0.350763, 0.033888, 0.261780, 0.253430
1275, 0.780705, 0.938838, 0.277412, 0.726367, 0.261750, 0.709369
1276, 0.573891, 0.528870, 0.303264, 0.511926, 0.261720, 0.386427
1277, 0.249757, 1.000000, 0.343780, 0.355091, 0.261690, 0.464284
1278, 0.601032, 0.637247, 0.299871, 0.783680, 0.261660, 0.709000
1279, 0.881598, 1.000000, 0.264800, 0.332473, 0.261630, 0.446469
1280, 0.932640, 0.990027, 0.258420, 0.114141, 0.000000, 0.284458
1281, 0.898385, 1.000000, 0.262702, 0.056134, 0.261570, 0.263151
1282, 0.723725, 0.638481, 0.284534, 0.438771, 0.261540, 0.315185
1283, 0.538562, 0.513075, 0.307680, 0.534506, 0.261510, 0.424608
1284, 0.174878, 1.000000, 0.353140, 0.384531, 0.261480, 0.487604
1285, 0.260210, 0.423592, 0.342474, 0.698199, 0.261450, 0.684048
1286, 0.705234, 0.902663, 0.286846, 0.702921, 0.261420, 0.675752
1287, 0.856445, 1.000000, 0.267944, 0.245638, 0.261390, 0.379715
1288, 0.631450, 0.635193, 0.296069, 0.462192, 0.261360, 0.333940
1289, 0.533348, 1.000000, 0.308332, 0.307125, 0.261330, 0.426668
1290, 0.952135, 0.987469, 0.255983, 0.404627, 0.000000, 0.492570
1291, 0.121126, 0.711879, 0.359859, 0.370241, 0.261270, 0.284736
1292, 0.034105, 1.000000, 0.370737, 0.732395, 0.261240, 0.741796
1293, 0.660336, 0.882614, 0.292458, 0.883105, 0.261210, 0.792903
1294, 0.758764, 0.982625, 0.280154, 0.306591, 0.261180, 0.410112
1295, 0.469523, 0.969037, 0.316310, 0.244812, 0.261150, 0.350361
1296, 0.051399, 1.000000, 0.368575, 0.442064, 0.261120, 0.533238
1297, 0.659129, 0.995609, 0.292609, 0.794317, 0.261090, 0.775914
1298, 0.231348, 1.000000, 0.346081, 0.284059, 0.261060, 0.408850
1299, 0.807145, 1.000000, 0.274107, 0.640543, 0.261030, 0.682129
1300, 0.908160, 0.989536, 0.261480, 0.176288, 0.000000, 0.319637
1301, 0.339098, 0.904423, 0.332613, 0.213289, 0.260970, 0.282572
1302, 0.613317, 0.731928, 0.298335, 0.730126, 0.260940, 0.647530
1303, 0.847752, 0.752184, 0.269031, 0.553053, 0.260910, 0.468182
1304, 0.078396, 0.944040, 0.365201, 0.207821, 0.260880, 0.303390
1305, 0.568126, 1.000000, 0.303984, 0.768003, 0.260850, 0.762860
1306, 0.540746, 1.000000, 0.307407, 0.359895, 0.260820, 0.468082
1307, 0.547922, 1.000000, 0.306510, 0.382712, 0.260790, 0.486160
1308, 0.586450, 1.000000, 0.301694, 0.376732, 0.260760, 0.481417
1309, 0.919551, 0.651409, 0.260056, 0.602951, 0.260730, 0.498119
1310, 0.897555, 0.990268, 0.262806, 0.082450, 0.000000, 0.269238
1311, 0.546679, 1.000000, 0.306665, 0.085371, 0.260670, 0.276983
1312, 0.788435, 0.545454, 0.276446, 0.619278, 0.260640, 0.537196
1313, 0.373630, 1.000000, 0.328296, 0.176304, 0.260610, 0.329381
1314, 0.473468, 1.000000, 0.315816, 0.521975, 0.260580, 0.595552
1315, 0.450117, 1.000000, 0.318735, 0.438777, 0.260550, 0.530638
1316, 0.494755, 0.756929, 0.313156, 0.653498, 0.260520, 0.574988
1317, 0.009100, 0.981152, 0.373862, 0.443923, 0.260490, 0.518863
1318, 0.401476, 0.787277, 0.324816, 0.929213, 0.260460, 0.810746
1319, 0.264549, 1.000000, 0.341931, 0.498770, 0.260430, 0.577681
1320, 0.744158, 0.984709, 0.281980, 0.628600, 0.000000, 0.664430
1321, 0.972433, 0.680933, 0.253446, 0.507281, 0.260370, 0.391917
1322, 0.101478, 1.000000, 0.362315, 0.022973, 0.260340, 0.250861
1323, 0.369437, 1.000000, 0.328820, 0.748768, 0.260310, 0.751631
1324, 0.147863, 1.000000, 0.356517, 0.525469, 0.260280, 0.598223
1325, 0.854790, 0.397764, 0.268151, 0.681704, 0.260250, 0.669800
1326, 0.830833, 0.636484, 0.271146, 0.462640, 0.260220, 0.334529
1327, 0.726692, 0.861532, 0.284163, 0.320276, 0.260190, 0.319709
1328, 0.174190, 1.000000, 0.353226, 0.227757, 0.260160, 0.366431
1329, 0.678595, 1.000000, 0.290176, 0.688175, 0.260130, 0.713995
1330, 0.983132, 0.988632, 0.252108, 0.283524, 0.000000, 0.397775
1331, 0.992200, 1.000000, 0.250975, 0.014056, 0.260070, 0.248775
1332, 0.207382, 0.546654, 0.349077, 0.416592, 0.260040, 0.285650
1333, 0.900086, 1.000000, 0.262489, 0.660515, 0.260010, 0.695722
1334, 0.493728, 0.810613, 0.313284, 0.323359, 0.259980, 0.295765
1335, 0.040662, 0.805043, 0.369917, 0.601223, 0.259950, 0.540783
1336, 0.041749, 0.786016, 0.369781, 0.908704, 0.259920, 0.797693
1337, 0.436383, 0.752837, 0.320452, 0.911295, 0.259890, 0.799813
1338, 0.700735, 0.815838, 0.287408, 0.633594, 0.259860, 0.576899
1339, 0.357962, 0.883826, 0.330255, 0.391545, 0.259830, 0.395898
1340, 0.229548, 0.985730, 0.346306, 0.550840, 0.000000, 0.607150
1341, 0.069960, 0.863749, 0.366255, 0.750709, 0.259770, 0.697269
1342, 0.154116, 0.560257, 0.355735, 0.844833, 0.259740, 0.765869
1343, 0.649688, 1.000000, 0.293789, 0.704903, 0.259710, 0.724721
1344, 0.800828, 1.000000, 0.274897, 0.291927, 0.259680, 0.414903
1345, 0.053369, 1.000000, 0.368329, 0.165977, 0.259650, 0.322176
1346, 0.656123, 1.000000, 0.292985, 0.788859, 0.259620, 0.774635
1347, 0.312189, 0.941602, 0.335976, 0.361476, 0.259590, 0.417636
1348, 0.373613, 0.911874, 0.328298, 0.656597, 0.259560, 0.643887
1349, 0.383296, 0.984301, 0.327088, 0.539548, 0.259530, 0.597393
1350, 0.406441, 0.985995, 0.324195, 0.529737, 0.000000, 0.591015
1351, 0.379408, 0.635685, 0.327574, 0.700413, 0.259470, 0.616935
1352, 0.905279, 0.912479, 0.261840, 0.604999, 0.259440, 0.602061
1353, 0.873924, 1.000000, 0.265759, 0.078934, 0.259410, 0.273899
1354, 0.159398, 1.000000, 0.355075, 0.105063, 0.259380, 0.286547
1355, 0.241327, 0.861918, 0.344834, 0.802134, 0.259350, 0.735147
1356, 0.153873, 0.786338, 0.355766, 0.777162, 0.259320, 0.698600
1357, 0.203764, 1.000000, 0.349529, 0.705106, 0.259290, 0.724849
1358, 0.345564, 1.000000, 0.331804, 0.663530, 0.259260, 0.697746
1359, 0.929799, 0.947436, 0.258775, 0.599698, 0.259230, 0.619331
1360, 0.900878, 0.990333, 0.262390, 0.073892, 0.000000, 0.265218
1361, 0.180948, 0.972461, 0.352381, 0.124962, 0.259170, 0.278479
1362, 0.155707, 1.000000, 0.355537, 0.682543, 0.259140, 0.710328
1363, 0.993981, 1.000000, 0.250752, 0.703578, 0.259110, 0.723880
1364, 0.772205, 1.000000, 0.278474, 0.005016, 0.259080, 0.246671
1365, 0.592678, 0.931433, 0.300915, 0.283256, 0.259050, 0.346419
1366, 0.980252, 1.000000, 0.252469, 0.339435, 0.259020, 0.451940
1367, 0.161912, 1.000000, 0.354761, 0.016457, 0.258990, 0.249335
1368, 0.325193, 1.000000, 0.334351, 0.698406, 0.258960, 0.720585
1369, 0.502062, 0.910504, 0.312242, 0.647823, 0.258930, 0.636110
1370, 0.999742, 0.987175, 0.250032, 0.430727, 0.000000, 0.513304
1371, 0.700740, 1.000000, 0.287407, 0.000215, 0.258870, 0.245559
1372, 0.120226, 0.334651, 0.359972, 0.454556, 0.258840, 0.368407
1373, 0.758220, 0.637905, 0.280222, 0.852647, 0.258810, 0.774356
1374, 0.734944, 0.731441, 0.283132, 0.474765, 0.258780, 0.377319
1375, 0.155981, 0.908306, 0.355502, 0.339436, 0.258750, 0.371686
1376, 0.562592, 0.915974, 0.304676, 0.772525, 0.258720, 0.731797
1377, 0.032345, 1.000000, 0.370957, 0.364506, 0.258690, 0.471730
1378, 0.827542, 1.000000, 0.271557, 0.806380, 0.258660, 0.784201
1379, 0.248495, 0.882606, 0.343938, 0.299532, 0.258630, 0.319158
1380, 0.239860, 0.984526, 0.345017, 0.641955, 0.000000, 0.673857
1381, 0.992930, 1.000000, 0.250884, 0.633450, 0.258570, 0.677224
1382, 0.486053, 1.000000, 0.314243, 0.005891, 0.258540, 0.246874
1383, 0.592993, 0.960590, 0.300876, 0.474505, 0.258510, 0.527093
1384, 0.736307, 1.000000, 0.282962, 0.339172, 0.258480, 0.451734
1385, 0.556602, 1.000000, 0.305425, 0.219744, 0.258450, 0.360543
1386, 0.295053, 0.740922, 0.338118, 0.593697, 0.258420, 0.507032
1387, 0.854008, 1.000000, 0.268249, 0.587455, 0.258390, 0.644501
1388, 0.565299, 0.868668, 0.304338, 0.295822, 0.258360, 0.308932
1389, 0.633850, 0.747611, 0.295769, 0.585304, 0.258330, 0.500467
1390, 0.360249, 0.988299, 0.329969, 0.320827, 0.000000, 0.426500
1391, 0.834310, 0.669048, 0.270711, 0.725725, 0.258270, 0.641681
1392, 0.375055, 0.727435, 0.328118, 0.430896, 0.258240, 0.333280
1393, 0.574992, 1.000000, 0.303126, 0.520787, 0.258210, 0.594643
1394, 0.486727, 1.000000, 0.314159, 0.354174, 0.258180, 0.463560
1395, 0.006386, 0.475162, 0.374202, 0.618879, 0.258150, 0.580768
1396, 0.672267, 0.743903, 0.290967, 0.933479, 0.258120, 0.815034
1397, 0.734468, 0.861448, 0.283191, 0.434196, 0.258090, 0.401302
1398, 0.828047, 1.000000, 0.271494, 0.221276, 0.258060, 0.308450
1399, 0.137639, 0.762612, 0.357795, 0.411003, 0.258030, 0.329960
1400, 0.141580, 0.944770, 0.357303, 0.765910, 0.000000, 0.743960
1401, 0.643691, 0.924659, 0.294539, 0.777563, 0.257970, 0.747811
1402, 0.381797, 0.807866, 0.327275, 0.498572, 0.257940, 0.443003
1403, 0.013215, 1.000000, 0.373348, 0.515169, 0.257910, 0.561658
1404, 0.020193, 1.000000, 0.372476, 0.822321, 0.257880, 0.794256
1405, 0.597232, 0.871161, 0.300346, 0.898374, 0.257850, 0.822825
1406, 0.141581, 1.000000, 0.357302, 0.335640, 0.257820, 0.402097
1407, 0.271707, 0.809109, 0.341037, 0.836215, 0.257790, 0.780992
1408, 0.371706, 1.000000, 0.328537, 0.606910, 0.257760, 0.640447
1409, 0.681898, 1.000000, 0.289763, 0.523578, 0.257730, 0.569078
1410, 0.884068, 0.954987, 0.264491, 0.324798, 0.000000, 0.359346
1411, 0.296563, 1.000000, 0.337930, 0.096610, 0.257670, 0.221834
1412, 0.519102, 1.000000, 0.310112, 0.586198, 0.257640, 0.623149
1413, 0.328407, 1.000000, 0.333949, 0.400748, 0.257610, 0.459351
1414, 0.496026, 0.473190, 0.312997, 0.680294, 0.257580, 0.690068
1415, 0.587051, 0.721563, 0.301619, 0.637890, 0.257550, 0.586776
1416, 0.782771, 1.000000, 0.277154, 0.344124, 0.257520, 0.409442
1417, 0.901632, 1.000000, 0.262296, 0.181024, 0.257490, 0.278501
1418, 0.263186, 0.824860, 0.342102, 0.308392, 0.257460, 0.263484
1419, 0.159923, 0.736683, 0.355010, 0.775634, 0.257430, 0.735600
1420, 0.460081, 0.945271, 0.317490, 0.747974, 0.000000, 0.730896
1421, 0.613294, 0.524875, 0.298338, 0.651794, 0.257370, 0.676873
1422, 0.950852, 0.948346, 0.256144, 0.387252, 0.257340, 0.410397
1423, 0.875449, 1.000000, 0.265569, 0.040957, 0.257310, 0.189959
1424, 0.639985, 0.692696, 0.295002, 0.426677, 0.257280, 0.323316
1425, 0.686791, 1.000000, 0.289151, 0.300012, 0.257250, 0.371763
1426, 0.783490, 0.851199, 0.277064, 0.433268, 0.257220, 0.394810
1427, 0.524625, 0.910130, 0.309422, 0.300533, 0.257190, 0.307769
1428, 0.219990, 1.000000, 0.347501, 0.396146, 0.257160, 0.455250
1429, 0.748998, 0.762385, 0.281375, 0.797480, 0.257130, 0.752397
1430, 0.347501, 0.955977, 0.331562, 0.270102, 0.000000, 0.314198
1431, 0.499502, 0.965331, 0.312562, 0.580676, 0.257070, 0.600097
1432, 0.857247, 1.000000, 0.267844, 0.417081, 0.257040, 0.473947
1433, 0.424593, 1.000000, 0.321926, 0.118961, 0.257010, 0.235996
1434, 0.630716, 0.683246, 0.296161, 0.688322, 0.256980, 0.651486
1435, 0.919132, 0.746910, 0.260108, 0.544911, 0.256950, 0.476808
1436, 0.145985, 1.000000, 0.356752, 0.067390, 0.256920, 0.204251
1437, 0.574669, 1.000000, 0.303166, 0.711679, 0.256890, 0.721818
1438, 0.327728, 1.000000, 0.334034, 0.354443, 0.256860, 0.418430
1439, 0.504329, 1.000000, 0.311959, 0.560227, 0.256830, 0.601012
1440, 0.579652, 0.952257, 0.302543, 0.469111, 0.000000, 0.489371
1441, 0.030723, 1.000000, 0.371160, 0.350290, 0.256770, 0.414806
1442, 0.464011, 0.860369, 0.316999, 0.895170, 0.256740, 0.820734
1443, 0.078522, 0.911940, 0.365185, 0.541168, 0.256710, 0.535563
1444, 0.582160, 0.986216, 0.302230, 0.779970, 0.256680, 0.764474
1445, 0.577094, 0.560695, 0.302863, 0.605761, 0.256650, 0.586562
1446, 0.434094, 1.000000, 0.320738, 0.352422, 0.256620, 0.416665
1447, 0.066661, 1.000000, 0.366667, 0.471588, 0.256590, 0.522837
1448, 0.206542, 1.000000, 0.349182, 0.777782, 0.256560, 0.766893
1449, 0.227997, 0.565126, 0.346500, 0.783267, 0.256530, 0.765323
1450, 0.419924, 0.946772, 0.322509, 0.693083, 0.000000, 0.688493
1451, 0.668893, 1.000000, 0.291388, 0.483396, 0.256470, 0.533403
1452, 0.327633, 0.822863, 0.334046, 0.469979, 0.256440, 0.418645
1453, 0.556435, 0.758057, 0.305446, 0.730421, 0.256410, 0.689173
1454, 0.448629, 0.704347, 0.318921, 0.607423, 0.256380, 0.549187
1455, 0.951208, 0.795910, 0.256099, 0.636430, 0.256350, 0.592370
1456, 0.817101, 0.754609, 0.272862, 0.339306, 0.256320, 0.256524
1457, 0.082380, 1.000000, 0.364703, 0.152416, 0.256290, 0.258337
1458, 0.120219, 0.506280, 0.359973, 0.803745, 0.256260, 0.757534
1459, 0.583442, 0.797655, 0.302070, 0.853804, 0.256230, 0.794728
1460, 0.267552, 0.953496, 0.341556, 0.404891, 0.000000, 0.430154
1461, 0.488437, 1.000000, 0.313945, 0.610374, 0.256170, 0.643306
1462, 0.760954, 0.955221, 0.279881, 0.478503, 0.256140, 0.500075
1463, 0.697439, 1.000000, 0.287820, 0.199205, 0.256110, 0.291806
1464, 0.283236, 1.000000, 0.339595, 0.252134, 0.256080, 0.332571
1465, 0.483233, 0.823142, 0.314596, 0.734297, 0.256050, 0.695336
1466, 0.950930, 1.000000, 0.256134, 0.430639, 0.256020, 0.486098
1467, 0.425291, 1.000000, 0.321839, 0.040892, 0.255990, 0.189931
1468, 0.736137, 0.723037, 0.282983, 0.680037, 0.255960, 0.636443
1469, 0.244682, 1.000000, 0.344415, 0.219886, 0.255930, 0.307386
1470, 0.348451, 0.947134, 0.331444, 0.679608, 0.000000, 0.677560
1471, 0.887256, 1.000000, 0.264093, 0.542957, 0.255870, 0.586053
