prevState, action, price, agentProfit, agent1EstimatedProfit, agent1Actor, agent2EstimatedProfit, agent2Actor
0.000000, 0.000000, 2.200000, 0.000000, 0.069946, 0.596408, 0.060610, 0.648055
0.000000, 0.010000, 2.190000, 0.021880, 0.070996, -1.000000, 0.062051, -1.000000
0.000000, 0.020000, 2.180000, 0.043520, 0.072061, -1.000000, 0.063523, -1.000000
0.000000, 0.030000, 2.170000, 0.064920, 0.073140, -1.000000, 0.065028, -1.000000
0.000000, 0.040000, 2.160000, 0.086080, 0.074234, -1.000000, 0.066566, -1.000000
0.000000, 0.050000, 2.150000, 0.107000, 0.075343, -1.000000, 0.068138, -1.000000
0.000000, 0.060000, 2.140000, 0.127680, 0.076467, -1.000000, 0.069744, -1.000000
0.000000, 0.070000, 2.130000, 0.148120, 0.077607, -1.000000, 0.071385, -1.000000
0.000000, 0.080000, 2.120000, 0.168320, 0.078762, -1.000000, 0.073062, -1.000000
0.000000, 0.090000, 2.110000, 0.188280, 0.079933, -1.000000, 0.074775, -1.000000
0.000000, 0.100000, 2.100000, 0.208000, 0.081120, -1.000000, 0.076525, -1.000000
0.000000, 0.110000, 2.090000, 0.227480, 0.082323, -1.000000, 0.078312, -1.000000
0.000000, 0.120000, 2.080000, 0.246720, 0.083542, -1.000000, 0.080137, -1.000000
0.000000, 0.130000, 2.070000, 0.265720, 0.084777, -1.000000, 0.082002, -1.000000
0.000000, 0.140000, 2.060000, 0.284480, 0.086029, -1.000000, 0.083905, -1.000000
0.000000, 0.150000, 2.050000, 0.303000, 0.087298, -1.000000, 0.085849, -1.000000
0.000000, 0.160000, 2.040000, 0.321280, 0.088583, -1.000000, 0.087833, -1.000000
0.000000, 0.170000, 2.030000, 0.339320, 0.089886, -1.000000, 0.089859, -1.000000
0.000000, 0.180000, 2.020000, 0.357120, 0.091206, -1.000000, 0.091926, -1.000000
0.000000, 0.190000, 2.010000, 0.374680, 0.092543, -1.000000, 0.094036, -1.000000
0.000000, 0.200000, 2.000000, 0.392000, 0.093898, -1.000000, 0.096188, -1.000000
0.000000, 0.210000, 1.990000, 0.409080, 0.095271, -1.000000, 0.098384, -1.000000
0.000000, 0.220000, 1.980000, 0.425920, 0.096661, -1.000000, 0.100624, -1.000000
0.000000, 0.230000, 1.970000, 0.442520, 0.098070, -1.000000, 0.102910, -1.000000
0.000000, 0.240000, 1.960000, 0.458880, 0.099497, -1.000000, 0.105241, -1.000000
0.000000, 0.250000, 1.950000, 0.475000, 0.100942, -1.000000, 0.107619, -1.000000
0.000000, 0.260000, 1.940000, 0.490880, 0.102406, -1.000000, 0.110045, -1.000000
0.000000, 0.270000, 1.930000, 0.506520, 0.103889, -1.000000, 0.112517, -1.000000
0.000000, 0.280000, 1.920000, 0.521920, 0.105391, -1.000000, 0.115039, -1.000000
0.000000, 0.290000, 1.910000, 0.537080, 0.106757, -1.000000, 0.117609, -1.000000
0.000000, 0.300000, 1.900000, 0.552000, 0.108105, -1.000000, 0.120229, -1.000000
0.000000, 0.310000, 1.890000, 0.566680, 0.109467, -1.000000, 0.122899, -1.000000
0.000000, 0.320000, 1.880000, 0.581120, 0.110845, -1.000000, 0.125620, -1.000000
0.000000, 0.330000, 1.870000, 0.595320, 0.112238, -1.000000, 0.128142, -1.000000
0.000000, 0.340000, 1.860000, 0.609280, 0.113646, -1.000000, 0.129481, -1.000000
0.000000, 0.350000, 1.850000, 0.623000, 0.115069, -1.000000, 0.130831, -1.000000
0.000000, 0.360000, 1.840000, 0.636480, 0.116508, -1.000000, 0.132194, -1.000000
0.000000, 0.370000, 1.830000, 0.649720, 0.117963, -1.000000, 0.133568, -1.000000
0.000000, 0.380000, 1.820000, 0.662720, 0.119433, -1.000000, 0.134955, -1.000000
0.000000, 0.390000, 1.810000, 0.675480, 0.120919, -1.000000, 0.136354, -1.000000
0.000000, 0.400000, 1.800000, 0.688000, 0.122421, -1.000000, 0.137765, -1.000000
0.000000, 0.410000, 1.790000, 0.700280, 0.123939, -1.000000, 0.139188, -1.000000
0.000000, 0.420000, 1.780000, 0.712320, 0.125473, -1.000000, 0.140624, -1.000000
0.000000, 0.430000, 1.770000, 0.724120, 0.127023, -1.000000, 0.142072, -1.000000
0.000000, 0.440000, 1.760000, 0.735680, 0.128590, -1.000000, 0.143532, -1.000000
0.000000, 0.450000, 1.750000, 0.747000, 0.130173, -1.000000, 0.145005, -1.000000
0.000000, 0.460000, 1.740000, 0.758080, 0.131773, -1.000000, 0.146490, -1.000000
0.000000, 0.470000, 1.730000, 0.768920, 0.133389, -1.000000, 0.147988, -1.000000
0.000000, 0.480000, 1.720000, 0.779520, 0.135022, -1.000000, 0.149499, -1.000000
0.000000, 0.490000, 1.710000, 0.789880, 0.136672, -1.000000, 0.151022, -1.000000
0.000000, 0.500000, 1.700000, 0.800000, 0.138339, -1.000000, 0.152558, -1.000000
0.000000, 0.510000, 1.690000, 0.809880, 0.140023, -1.000000, 0.154107, -1.000000
0.000000, 0.520000, 1.680000, 0.819520, 0.141724, -1.000000, 0.155668, -1.000000
0.000000, 0.530000, 1.670000, 0.828920, 0.143442, -1.000000, 0.157243, -1.000000
0.000000, 0.540000, 1.660000, 0.838080, 0.145178, -1.000000, 0.158830, -1.000000
0.000000, 0.550000, 1.650000, 0.847000, 0.146931, -1.000000, 0.160431, -1.000000
0.000000, 0.560000, 1.640000, 0.855680, 0.148701, -1.000000, 0.162044, -1.000000
0.000000, 0.570000, 1.630000, 0.864120, 0.150489, -1.000000, 0.163671, -1.000000
0.000000, 0.580000, 1.620000, 0.872320, 0.152295, -1.000000, 0.165310, -1.000000
0.000000, 0.590000, 1.610000, 0.880280, 0.154118, -1.000000, 0.166963, -1.000000
0.000000, 0.600000, 1.600000, 0.888000, 0.155959, -1.000000, 0.168629, -1.000000
0.000000, 0.610000, 1.590000, 0.895480, 0.155555, -1.000000, 0.170308, -1.000000
0.000000, 0.620000, 1.580000, 0.902720, 0.154844, -1.000000, 0.172001, -1.000000
0.000000, 0.630000, 1.570000, 0.909720, 0.154136, -1.000000, 0.173706, -1.000000
0.000000, 0.640000, 1.560000, 0.916480, 0.153430, -1.000000, 0.175032, -1.000000
0.000000, 0.650000, 1.550000, 0.923000, 0.152727, -1.000000, 0.175956, -1.000000
0.000000, 0.660000, 1.540000, 0.929280, 0.152027, -1.000000, 0.176884, -1.000000
0.000000, 0.670000, 1.530000, 0.935320, 0.151330, -1.000000, 0.177816, -1.000000
0.000000, 0.680000, 1.520000, 0.941120, 0.150635, -1.000000, 0.178752, -1.000000
0.000000, 0.690000, 1.510000, 0.946680, 0.149942, -1.000000, 0.179691, -1.000000
0.000000, 0.700000, 1.500000, 0.952000, 0.149252, -1.000000, 0.178934, -1.000000
0.000000, 0.710000, 1.490000, 0.957080, 0.148565, -1.000000, 0.178089, -1.000000
0.000000, 0.720000, 1.480000, 0.961920, 0.147881, -1.000000, 0.176882, -1.000000
0.000000, 0.730000, 1.470001, 0.966520, 0.147199, -1.000000, 0.175668, -1.000000
0.000000, 0.740000, 1.460001, 0.970880, 0.146520, -1.000000, 0.174461, -1.000000
0.000000, 0.750000, 1.450001, 0.975000, 0.145843, -1.000000, 0.173261, -1.000000
0.000000, 0.760000, 1.440001, 0.978880, 0.145169, -1.000000, 0.172067, -1.000000
0.000000, 0.770000, 1.430001, 0.982520, 0.144497, -1.000000, 0.170879, -1.000000
0.000000, 0.780000, 1.420001, 0.985920, 0.143828, -1.000000, 0.169698, -1.000000
0.000000, 0.790000, 1.410001, 0.989080, 0.143162, -1.000000, 0.168524, -1.000000
0.000000, 0.800000, 1.400001, 0.992000, 0.142498, -1.000000, 0.167356, -1.000000
0.000000, 0.810000, 1.390001, 0.994680, 0.141837, -1.000000, 0.166195, -1.000000
0.000000, 0.820000, 1.380001, 0.997120, 0.141178, -1.000000, 0.165040, -1.000000
